"RowNumber","BreedName","ZipCode","Borough","cleaned_borough","supposed_borough","LicenseIssuedDate","LicenseExpiredDate","issued_year","expired_year"
47725,"Chihuahua",11001,"queens","queens","not nyc",2016-01-15,2017-01-15,2016,2017
48393,"French Bulldog",7030,"hoboken","not nyc","not nyc",2016-01-20,2017-01-20,2016,2017
48422,"American Pit Bull Mix / Pit Bull Mix",11217,"manhattan","manhattan","brooklyn",2016-01-20,2017-01-20,2016,2017
49116,"Shiba Inu",7302,"jersey city","not nyc","not nyc",2016-01-25,2017-01-25,2016,2017
49372,"Poodle",31539,"manhattan","manhattan","hazlehurst",2016-01-26,2017-01-22,2016,2017
49389,"Unknown",10012,"nyc","unknown","new york",2016-01-26,2017-02-22,2016,2017
49507,"Rottweiler",11206,"bronx","bronx","brooklyn",2016-01-27,2016-12-27,2016,2016
49521,"Bull Terrier",11004,"floral park","not nyc","queens",2016-01-27,2017-02-17,2016,2017
49572,"Yorkshire Terrier",11141,"queens","queens",NA,2016-01-27,2017-03-15,2016,2017
49625,"American Pit Bull Mix / Pit Bull Mix",11206,"manhattan","manhattan","brooklyn",2016-01-27,2017-01-27,2016,2017
49675,"American Pit Bull Terrier/Pit Bull",11372,"manhattan","manhattan","queens",2016-01-27,2016-12-20,2016,2016
49787,"Shih Tzu",11001,"queens","queens","not nyc",2016-01-28,2017-02-03,2016,2017
49830,"Greyhound",11231,"manhattan","manhattan","brooklyn",2016-01-28,2017-02-04,2016,2017
50074,"Poodle, Toy",10009,"new york","unknown","new york",2016-01-29,2017-01-29,2016,2017
50077,"Italian Greyhound",11206,"manhattan","manhattan","brooklyn",2016-01-30,2017-01-30,2016,2017
50167,"Shih Tzu Crossbreed",10024,"new york","unknown","new york",2016-01-30,2017-01-30,2016,2017
50348,"French Bulldog",10002,"brooklyn","brooklyn","new york",2016-02-01,2017-02-01,2016,2017
50581,"Havanese",10003,"staten island","staten","new york",2016-02-02,2017-02-26,2016,2017
50771,"Golden Retriever",11001,"queens","queens","not nyc",2016-02-02,2017-02-28,2016,2017
51102,"Labrador Retriever",11516,"queens","queens","cedarhurst",2016-02-03,2017-01-18,2016,2017
51170,"Cavalier King Charles Spaniel",10520,"ny","unknown","croton on hudson",2016-02-04,2017-02-13,2016,2017
51224,"Dachshund, Long Haired Miniature",11219,"manhattan","manhattan","brooklyn",2016-02-04,2017-02-04,2016,2017
51272,"Poodle, Miniature",11219,"manhattan","manhattan","brooklyn",2016-02-04,2017-02-04,2016,2017
51380,"Unknown",10021,"new york","unknown","new york",2016-02-05,2017-03-08,2016,2017
51432,"Shih Tzu",11001,"queens","queens","not nyc",2016-02-05,2017-02-28,2016,2017
51481,"Chihuahua",94608,"brooklyn","brooklyn","emeryville",2016-02-05,2017-01-31,2016,2017
51535,"Basenji",11001,"queens","queens","not nyc",2016-02-05,2017-03-08,2016,2017
51548,"Shih Tzu",20854,"potomac","unknown","potomac",2016-02-05,2017-03-17,2016,2017
51638,"Labrador Retriever",11246,"queens","queens",NA,2016-02-06,2017-02-28,2016,2017
51790,NA,NA,NA,"unknown",NA,NA,NA,NA,NA
52311,"Cocker Spaniel",10647,"bronx","bronx",NA,2016-02-10,2016-07-10,2016,2016
52388,"Shih Tzu",10452,"manhattan","manhattan","bronx",2016-02-11,2016-12-16,2016,2016
52752,"American Pit Bull Mix / Pit Bull Mix",11201,"manhattan","manhattan","brooklyn",2016-02-12,2017-02-12,2016,2017
52795,"Bull Dog, English",10013,"queens","queens","new york",2016-02-12,2017-03-17,2016,2017
53160,"Yorkshire Terrier",11694,"brooklyn","brooklyn","queens",2016-02-15,2017-03-10,2016,2017
53989,"Boxer",11001,"queens","queens","not nyc",2016-02-19,2017-01-31,2016,2017
54113,"Yorkshire Terrier",10021,"new york","unknown","new york",2016-02-19,2017-01-31,2016,2017
54562,"Cocker Spaniel",10025,"new york","unknown","new york",2016-02-22,2017-04-13,2016,2017
54818,"Boxer",11378,"manhattan","manhattan","queens",2016-02-23,2017-03-11,2016,2017
55066,"Belgian Malinois",11355,"manhattan","manhattan","queens",2016-02-24,2017-02-24,2016,2017
55204,"Havanese",10463,"manhattan","manhattan","bronx",2016-02-25,2016-09-26,2016,2016
55299,"Havanese",10463,"manhattan","manhattan","bronx",2016-02-25,2016-09-26,2016,2016
55792,"Border Terrier",11201,"new york","unknown","brooklyn",2016-02-28,2016-12-04,2016,2016
55920,"Shih Tzu",11376,"queens","queens",NA,2016-02-29,2017-04-09,2016,2017
55957,"Shih Tzu",11001,"queens","queens","not nyc",2016-02-29,2017-01-17,2016,2017
55975,"Poodle Crossbreed",11581,"queens","queens","valley stream",2016-02-29,2017-02-28,2016,2017
56044,"Unknown",11419,"manhattan","manhattan","queens",2016-03-01,2017-04-17,2016,2017
56214,"Jindo Dog, Korea",11001,"queens","queens","not nyc",2016-03-01,2017-03-30,2016,2017
56283,"Poodle Crossbreed",10522,"bronx","bronx","dobbs ferry",2016-03-01,2017-03-01,2016,2017
56374,"Labrador Retriever",11001,"queens","queens","not nyc",2016-03-02,2017-04-07,2016,2017
56822,"Dalmatian",11040,"queens","queens","new hyde park",2016-03-04,2017-04-21,2016,2017
56864,"Shih Tzu Crossbreed",10405,"bronx","bronx",NA,2016-03-04,2017-03-04,2016,2017
56885,"Shih Tzu Crossbreed",10405,"bronx","bronx",NA,2016-03-04,2017-03-04,2016,2017
56976,"American Pit Bull Terrier/Pit Bull",11758,"staten island","staten","massapequa",2016-03-05,2017-03-05,2016,2017
57030,"Poodle, Miniature",11691,"brooklyn","brooklyn","queens",2016-03-05,2017-03-05,2016,2017
57054,"Maltese",10021,"queens","queens","new york",2016-03-06,2017-04-30,2016,2017
57260,"Yorkshire Terrier",11001,"queens","queens","not nyc",2016-03-07,2017-04-29,2016,2017
57312,"American Pit Bull Mix / Pit Bull Mix",11422,"bronx","bronx","queens",2016-03-07,2017-03-07,2016,2017
57514,"Yorkshire Terrier",12590,"wappingers falls, ny","not nyc","wappingers falls",2016-03-08,2017-03-20,2016,2017
57526,"Beagle",11208,"queens","queens","brooklyn",2016-03-08,2017-03-08,2016,2017
57882,"Yorkshire Terrier",11416,"manhattan","manhattan","queens",2016-03-10,2017-03-10,2016,2017
57956,"West High White Terrier",10036,"new york","unknown","new york",2016-03-10,2017-04-30,2016,2017
58704,"Poodle, Toy",11356,"new york","unknown","queens",2016-03-14,2017-03-14,2016,2017
58815,"Chihuahua",11231,"b","unknown","brooklyn",2016-03-15,2017-02-25,2016,2017
58857,"Unknown",11001,"queens","queens","not nyc",2016-03-15,2017-05-09,2016,2017
59216,"Unknown",11375,"manhattan","manhattan","queens",2016-03-16,2017-04-18,2016,2017
59227,"Yorkshire Terrier",11207,"bronx","bronx","brooklyn",2016-03-16,2017-03-16,2016,2017
59447,"French Bulldog",12564,"queens","queens","pawling",2016-03-17,2017-03-17,2016,2017
59544,"Dalmatian",11385,"brooklyn","brooklyn","queens",2016-03-17,2019-03-17,2016,2019
59674,"Rat Terrier",10009,"new york","unknown","new york",2016-03-17,2017-03-17,2016,2017
59716,"Pekingese",10018,"nyc","unknown","new york",2016-03-18,2017-03-18,2016,2017
59901,"Poodle, Miniature",10151,"new york","unknown","new york",2016-03-18,2017-02-25,2016,2017
59965,"Cavalier King Charles Spaniel",11004,"manhattan","manhattan","queens",2016-03-20,2017-03-20,2016,2017
60309,"American Bully",10128,"new york","unknown","new york",2016-03-21,2017-05-24,2016,2017
60673,"Unknown",10029,"new york","unknown","new york",2016-03-23,2017-03-11,2016,2017
60846,"Pomeranian",11001,"queens","queens","not nyc",2016-03-23,2017-05-02,2016,2017
60927,"American Pit Bull Mix / Pit Bull Mix",11040,"queens","queens","new hyde park",2016-03-24,2017-03-24,2016,2017
60949,"Lhasa Apso",11040,"queens","queens","new hyde park",2016-03-24,2017-04-13,2016,2017
61210,"Welsh Terrier",10014,"new york","unknown","new york",2016-03-25,2017-03-25,2016,2017
61307,"French Bulldog",11545,"queens","queens","glen head",2016-03-26,2017-03-26,2016,2017
61379,"Shih Tzu Crossbreed",10305,"manhattan","manhattan","staten",2016-03-26,2017-03-26,2016,2017
61389,"Bull Dog, English",11206,"queens","queens","brooklyn",2016-03-26,2017-03-26,2016,2017
61591,"Unknown",10025,"brooklyn","brooklyn","new york",2016-03-28,2017-04-30,2016,2017
61645,"Chihuahua",11323,"queens","queens",NA,2016-03-28,2017-03-28,2016,2017
61706,"Labrador Retriever",10463,"manhattan","manhattan","bronx",2016-03-28,2017-03-28,2016,2017
61715,"Australian Cattle Dog",10005,"new york","unknown","new york",2016-03-28,2017-03-28,2016,2017
61814,"Chihuahua",11001,"queens","queens","not nyc",2016-03-29,2017-04-17,2016,2017
63468,"Bull Dog, French",11096,"queens","queens","inwood",2016-04-05,2017-04-03,2016,2017
64219,"Beagle",11001,"queens","queens","not nyc",2016-04-08,2017-04-08,2016,2017
64502,"Maltese Crossbreed",10314,"brooklyn","brooklyn","staten",2016-04-10,2017-04-10,2016,2017
64825,"Rottweiler",10001,"new york","unknown","new york",2016-04-11,2017-05-01,2016,2017
64936,"American Pit Bull Terrier/Pit Bull",11225,"queens","queens","brooklyn",2016-04-11,2017-04-11,2016,2017
65011,"Yorkshire Terrier",11553,"manhattan","manhattan","uniondale",2016-04-12,2017-04-12,2016,2017
65417,"Yorkshire Terrier",11429,"brooklyn","brooklyn","queens",2016-04-14,2017-04-14,2016,2017
65552,"Poodle, Standard",11003,"queens","queens","elmont",2016-04-14,2017-04-22,2016,2017
65601,"Labradoodle",10004,"new york","unknown","new york",2016-04-14,2017-04-03,2016,2017
65609,"Labradoodle",10004,"new york","unknown","new york",2016-04-14,2017-03-14,2016,2017
65687,"Cocker Spaniel",11713,"queens","queens","bellport",2016-04-15,2017-04-15,2016,2017
66345,"Yorkshire Terrier",10009,"queens","queens","new york",2016-04-18,2017-05-28,2016,2017
66628,"Unknown",11023,"manhattan","manhattan","great neck",2016-04-19,2018-05-02,2016,2018
66838,"Rottweiler",11205,"queens","queens","brooklyn",2016-04-19,2017-03-27,2016,2017
66916,"Jack Russell Terrier",10468,"manhattan","manhattan","bronx",2016-04-20,2017-04-20,2016,2017
67081,"Yorkshire Terrier",11109,"manhattan","manhattan","queens",2016-04-20,2017-06-16,2016,2017
67225,"Bull Dog, English",10468,"manhattan","manhattan","bronx",2016-04-21,2017-04-21,2016,2017
67553,"Unknown",10026,"new york city","unknown","new york",2016-04-23,2017-03-23,2016,2017
67922,"American Pit Bull Mix / Pit Bull Mix",11375,"brooklyn","brooklyn","queens",2016-04-25,2017-04-25,2016,2017
68019,"Bichon Frise",11373,"staten island","staten","queens",2016-04-25,2017-06-02,2016,2017
68051,"Havanese",11563,"lynbrook","not nyc","not nyc",2016-04-25,2017-04-18,2016,2017
68260,"Maltese",11301,"queens","queens",NA,2016-04-25,2017-05-30,2016,2017
68458,"Unknown",10005,"new york","unknown","new york",2016-04-26,2017-04-26,2016,2017
68484,"Unknown",11001,"queens","queens","not nyc",2016-04-26,2018-06-21,2016,2018
68551,"Collie Crossbreed",10032,"new york","unknown","new york",2016-04-27,2019-05-17,2016,2019
68834,"Chihuahua",10028,"new york","unknown","new york",2016-04-28,2018-06-26,2016,2018
69844,"Shih Tzu",1175,"manhattan","manhattan",NA,2016-05-02,2017-05-30,2016,2017
69849,"Shih Tzu",1175,"manhattan","manhattan",NA,2016-05-02,2017-05-30,2016,2017
70171,"American Pit Bull Terrier/Pit Bull",11102,"brooklyn","brooklyn","queens",2016-05-04,2017-05-04,2016,2017
70317,"West Highland White Terrier",11003,"queens","queens","elmont",2016-05-04,2017-05-04,2016,2017
70318,"Cocker Spaniel",11548,"queens","queens","greenvale",2016-05-04,2017-05-04,2016,2017
70621,"Morkie",10014,"brooklyn","brooklyn","new york",2016-05-06,2017-05-06,2016,2017
70650,"Maltese",11040,"queens","queens","new hyde park",2016-05-06,2017-06-25,2016,2017
71268,"Siberian Husky",11716,"manhattan","manhattan","bohemia",2016-05-09,2017-05-09,2016,2017
71342,"Yorkshire Terrier Crossbreed",11206,"queens","queens","brooklyn",2016-05-09,2017-05-09,2016,2017
72216,"Poodle, Standard",11001,"queens","queens","not nyc",2016-05-12,2017-03-11,2016,2017
72312,"Shetland Sheepdog",11001,"queens","queens","not nyc",2016-05-12,2017-06-08,2016,2017
72471,"Poodle, Toy",11630,"queens","queens",NA,2016-05-12,2017-06-20,2016,2017
72511,"Unknown",10308,"brooklyn","brooklyn","staten",2016-05-13,2017-04-02,2016,2017
72624,"Labrador Retriever",11223,"manhattan","manhattan","brooklyn",2016-05-13,2017-06-08,2016,2017
73186,"Maltese",11040,"queens","queens","new hyde park",2016-05-15,2017-07-03,2016,2017
73710,"German Shepherd Dog",10460,"brooklyn","brooklyn","bronx",2016-05-17,2017-05-17,2016,2017
73827,"Maltese Crossbreed",11106,"manhattan","manhattan","queens",2016-05-17,2017-05-17,2016,2017
74143,"Chihuahua Crossbreed",11726,"queens","queens","copiague",2016-05-18,2017-05-18,2016,2017
74463,"Chihuahua Crossbreed",11694,"brooklyn","brooklyn","queens",2016-05-20,2017-05-20,2016,2017
75255,"American Pit Bull Mix / Pit Bull Mix",10704,"bronx","bronx","yonkers",2016-05-23,2017-05-23,2016,2017
75529,"Shih Tzu",11040,"queens","queens","new hyde park",2016-05-25,2017-07-02,2016,2017
75667,"American Pit Bull Terrier/Pit Bull",13642,"manhattan","manhattan","gouverneur",2016-05-25,2017-05-25,2016,2017
76038,"Miniature Pinscher",10577,"manhattan","manhattan","purchase",2016-05-27,2017-05-27,2016,2017
76232,"Chihuahua",11420,"brooklyn","brooklyn","queens",2016-05-29,2017-05-29,2016,2017
76793,"Pekingese",11693,"brooklyn","brooklyn","queens",2016-06-01,2017-05-22,2016,2017
76887,"Chihuahua",10023,"new york","unknown","new york",2016-06-01,2017-05-30,2016,2017
77867,"Unknown",11109,"manhattan","manhattan","queens",2016-06-05,2017-07-22,2016,2017
77914,"Jack Russell Terrier",11200,"brooklyn","brooklyn",NA,2016-06-05,2016-12-31,2016,2016
78084,"Unknown",10940,"middletown","not nyc","not nyc",2016-06-06,2018-07-21,2016,2018
78098,"Scottish Terrier",10002,"brooklyn","brooklyn","new york",2016-06-06,2017-06-30,2016,2017
78235,"Chihuahua Crossbreed",10702,"bronx","bronx","yonkers",2016-06-07,2017-06-07,2016,2017
78806,"Maltese",10021,"new york","unknown","new york",2016-06-09,2017-07-30,2016,2017
79132,"Dachshund",11021,"queens","queens","great neck",2016-06-10,2017-06-10,2016,2017
79182,"German Shepherd Crossbreed",11001,"queens","queens","not nyc",2016-06-10,2017-08-04,2016,2017
79383,"Chihuahua",11040,"queens","queens","new hyde park",2016-06-10,2017-05-14,2016,2017
79401,"Yorkshire Terrier",10545,"bronx","bronx","maryknoll",2016-06-11,2017-06-11,2016,2017
79467,"Maltese",11694,"brooklyn","brooklyn","queens",2016-06-11,2017-06-11,2016,2017
79498,"Lhasa Apso",10545,"bronx","bronx","maryknoll",2016-06-11,2017-06-11,2016,2017
79590,"Pembroke Welsh Corgi",10570,"manhattan","manhattan","pleasantville",2016-06-12,2017-06-12,2016,2017
79642,"Staffordshire Bull Terrier",11518,"brooklyn","brooklyn","east rockaway",2016-06-12,2017-06-12,2016,2017
79956,"Beagle",11580,"queens","queens","valley stream",2016-06-13,2021-07-01,2016,2021
79959,"Beagle Crossbreed",28677,"staten island","staten","statesville",2016-06-13,2017-05-29,2016,2017
80064,"American Pit Bull Terrier/Pit Bull",10469,"manhattan","manhattan","bronx",2016-06-14,2017-06-10,2016,2017
80216,"Unknown",10065,"queens","queens","new york",2016-06-14,2017-06-25,2016,2017
80526,"Yorkshire Terrier",10456,"manhattan","manhattan","bronx",2016-06-15,2017-07-07,2016,2017
80786,"Boston Terrier",11205,"manhattan","manhattan","brooklyn",2016-06-16,2017-08-09,2016,2017
81064,"Yorkshire Terrier",10305,"brooklyn","brooklyn","staten",2016-06-16,2017-06-16,2016,2017
81134,"Lhasa Apso",11416,"manhattan","manhattan","queens",2016-06-17,2017-06-17,2016,2017
81516,"Mastiff",11414,"brooklyn","brooklyn","queens",2016-06-19,2017-06-19,2016,2017
81885,"American Pit Bull Mix / Pit Bull Mix",11693,"brooklyn","brooklyn","queens",2016-06-21,2017-06-21,2016,2017
81976,"Unknown",11363,"manhattan","manhattan","queens",2016-06-21,2017-07-23,2016,2017
82115,"Unknown",11379,"brooklyn","brooklyn","queens",2016-06-22,2017-08-18,2016,2017
82481,"German Shepherd Dog",11001,"queens","queens","not nyc",2016-06-23,2017-06-29,2016,2017
82485,"American Pit Bull Mix / Pit Bull Mix",11040,"queens","queens","new hyde park",2016-06-23,2017-06-23,2016,2017
82492,"Pomeranian",11361,"brooklyn","brooklyn","queens",2016-06-23,2017-06-23,2016,2017
82661,"Pug",11001,"queens","queens","not nyc",2016-06-24,2017-08-18,2016,2017
82717,"Pekingese",11207,"staten island","staten","brooklyn",2016-06-24,2017-06-24,2016,2017
83267,"Wheaton Terrier",10024,"queens","queens","new york",2016-06-27,2017-05-30,2016,2017
83372,"Cocker Spaniel",11001,"queens","queens","not nyc",2016-06-28,2017-07-30,2016,2017
83374,"Pomeranian",11040,"queens","queens","new hyde park",2016-06-28,2017-06-28,2016,2017
83560,"Shih Tzu",11753,"staten island","staten","jericho",2016-06-28,2017-06-28,2016,2017
83643,"Poodle, Miniature",11753,"staten island","staten","jericho",2016-06-28,2017-08-19,2016,2017
83697,"Unknown",1003,"manhattan","manhattan","amherst",2016-06-28,2017-05-12,2016,2017
83906,"Yorkshire Terrier",11205,"manhattan","manhattan","brooklyn",2016-06-29,2017-07-10,2016,2017
84001,"Unknown",11421,"brooklyn","brooklyn","queens",2016-06-29,2017-08-25,2016,2017
84030,"German Shepherd Dog",11421,"brooklyn","brooklyn","queens",2016-06-29,2017-08-15,2016,2017
84194,"Miniature Pinscher",10032,"brooklyn","brooklyn","new york",2016-06-30,2017-08-30,2016,2017
84673,"Unknown",10021,"new york","unknown","new york",2016-07-02,2017-06-18,2016,2017
85011,"Cocker Spaniel",11516,"queens","queens","cedarhurst",2016-07-05,2017-12-02,2016,2017
85113,"American Pit Bull Mix / Pit Bull Mix",11420,"brooklyn","brooklyn","queens",2016-07-05,2017-07-05,2016,2017
85997,"Maltese Crossbreed",11416,"brooklyn","brooklyn","queens",2016-07-09,2017-07-09,2016,2017
86020,"Beagle",11230,"manhattan","manhattan","brooklyn",2016-07-09,2017-07-09,2016,2017
86037,"Cocker Spaniel",11226,"manhattan","manhattan","brooklyn",2016-07-09,2017-07-09,2016,2017
86066,"American Pit Bull Mix / Pit Bull Mix",11520,"queens","queens","freeport",2016-07-09,2017-07-09,2016,2017
86083,"Jack Russell Terrier",11001,"queens","queens","not nyc",2016-07-09,2017-04-24,2016,2017
86236,"Labrador Retriever Crossbreed",11001,"queens","queens","not nyc",2016-07-11,2017-08-30,2016,2017
86628,"Shih Tzu",11693,"manhattan","manhattan","queens",2016-07-12,2017-08-04,2016,2017
87216,"Poodle, Toy",11001,"queens","queens","not nyc",2016-07-13,2017-08-20,2016,2017
87323,"Irish Terrier",11973,"queens","queens","upton",2016-07-13,2017-08-30,2016,2017
87708,"Poodle, Toy",11001,"queens","queens","not nyc",2016-07-14,2018-07-14,2016,2018
87729,"Coonhound, Black and Tan",10128,"new york","unknown","new york",2016-07-14,2017-06-19,2016,2017
87778,"Havanese",11001,"queens","queens","not nyc",2016-07-14,2017-08-30,2016,2017
87956,"Chihuahua",11365,"new york","unknown","queens",2016-07-15,2017-08-14,2016,2017
87987,"Unknown",10022,"new york","unknown","new york",2016-07-15,2017-06-18,2016,2017
88165,"Poodle, Toy",10151,"new york","unknown","new york",2016-07-15,2017-07-16,2016,2017
88279,"Boxer",11106,"manhattan","manhattan","queens",2016-07-16,2017-07-16,2016,2017
88610,"Parson Russell Terrier",11414,"brooklyn","brooklyn","queens",2016-07-18,2017-07-18,2016,2017
88788,"Chihuahua",11367,"brooklyn","brooklyn","queens",2016-07-18,2017-07-18,2016,2017
88797,"Australian Shepherd",11001,"queens","queens","not nyc",2016-07-18,2017-08-31,2016,2017
89033,"Maltese",11024,"queens","queens","great neck",2016-07-19,2018-06-29,2016,2018
90001,"Beagle Crossbreed",10805,"staten island","staten","new rochelle",2016-07-22,2017-08-27,2016,2017
90100,"Pointer",10314,"queens","queens","staten",2016-07-23,2018-07-23,2016,2018
90120,"Shih Tzu",10314,"queens","queens","staten",2016-07-23,2018-07-23,2016,2018
90225,"Chihuahua",11373,"manhattan","manhattan","queens",2016-07-23,2016-09-12,2016,2016
90226,"Chihuahua",11373,"manhattan","manhattan","queens",2016-07-23,2017-09-12,2016,2017
90307,"American Staffordshire Terrier",10301,"brooklyn","brooklyn","staten",2016-07-24,2017-07-24,2016,2017
90581,"Shih Tzu",11040,"queens","queens","new hyde park",2016-07-25,2017-08-30,2016,2017
90754,"Maltese Crossbreed",11501,"queens","queens","mineola",2016-07-26,2017-07-26,2016,2017
90892,"Shih Tzu",10460,"brooklyn","brooklyn","bronx",2016-07-26,2017-07-26,2016,2017
91255,"Poodle",10025,"queens","queens","new york",2016-07-28,2017-07-28,2016,2017
91285,"American Pit Bull Terrier/Pit Bull",11414,"brooklyn","brooklyn","queens",2016-07-28,2017-08-28,2016,2017
91288,"Unknown",10306,"manhattan","manhattan","staten",2016-07-28,2017-09-10,2016,2017
91483,"Pomeranian",11694,"brooklyn","brooklyn","queens",2016-07-29,2017-06-26,2016,2017
91822,"Golden Retriever",11001,"queens","queens","not nyc",2016-07-31,2017-09-17,2016,2017
91876,"Dachshund Smooth Coat Miniature",10128,"new york","unknown","new york",2016-07-31,2017-07-31,2016,2017
92252,"Pomeranian",11375,"manhattan","manhattan","queens",2016-08-02,2017-09-11,2016,2017
92430,"Coton de Tulear",11024,"staten island","staten","great neck",2016-08-03,2017-08-03,2016,2017
92451,"Maltese",11418,"brooklyn","brooklyn","queens",2016-08-03,2017-08-25,2016,2017
92756,"American Pit Bull Terrier/Pit Bull",10460,"manhattan","manhattan","bronx",2016-08-04,2017-03-02,2016,2017
92800,"Yorkshire Terrier Crossbreed",10037,"brooklyn","brooklyn","new york",2016-08-04,2017-08-04,2016,2017
92911,"Poodle, Miniature",10025,"new york","unknown","new york",2016-08-05,2017-09-26,2016,2017
92927,"Lhasa Apso",11134,"queens","queens",NA,2016-08-05,2017-09-14,2016,2017
93148,"Chihuahua",10454,"manhattan","manhattan","bronx",2016-08-05,2017-08-05,2016,2017
93647,"West High White Terrier",11364,"manhattan","manhattan","queens",2016-08-08,2017-09-09,2016,2017
93758,"Unknown",11581,"queens","queens","valley stream",2016-08-08,2017-08-11,2016,2017
93831,"Unknown",11609,"queens","queens",NA,2016-08-08,2017-08-25,2016,2017
93990,"Unknown",11050,"queens","queens","port washington",2016-08-08,2017-07-30,2016,2017
94034,"American Pit Bull Mix / Pit Bull Mix",10009,"brooklyn","brooklyn","new york",2016-08-09,2017-08-09,2016,2017
94544,"Unknown",11040,"queens","queens","new hyde park",2016-08-10,2017-08-30,2016,2017
94701,"Beagle",33401,"west palm beach","not nyc","not nyc",2016-08-10,2018-07-16,2016,2018
94817,"Yorkshire Terrier",11040,"queens","queens","new hyde park",2016-08-11,2017-02-28,2016,2017
94984,"American Pit Bull Terrier/Pit Bull",10458,"manhattan","manhattan","bronx",2016-08-11,2017-08-11,2016,2017
95198,"Poodle Crossbreed",10002,"queens","queens","new york",2016-08-12,2017-08-12,2016,2017
95496,"Chihuahua Crossbreed",11225,"manhattan","manhattan","brooklyn",2016-08-14,2017-08-14,2016,2017
95502,"Labrador Retriever Crossbreed",11040,"queens","queens","new hyde park",2016-08-14,2017-08-14,2016,2017
95884,"Chihuahua",10030,"new york","unknown","new york",2016-08-16,2017-08-16,2016,2017
96424,"Boston Terrier",11010,"queens","queens","franklin square",2016-08-18,2017-09-29,2016,2017
96609,"Maltese Crossbreed",10362,"bronx","bronx",NA,2016-08-18,2017-08-18,2016,2017
97198,"Chihuahua Crossbreed",10044,"bronx","bronx","new york",2016-08-22,2017-08-22,2016,2017
97562,"Yorkshire Terrier",11001,"queens","queens","not nyc",2016-08-23,2017-10-20,2016,2017
97923,"Boston Terrier",11040,"queens","queens","new hyde park",2016-08-25,2017-08-25,2016,2017
98259,"Maltese Crossbreed",10450,"bronx","bronx",NA,2016-08-27,2017-08-27,2016,2017
98630,"Brittany Spaniel",11001,"queens","queens","not nyc",2016-08-30,2017-09-29,2016,2017
98887,"Unknown",11001,"queens","queens","not nyc",2016-08-31,2017-09-23,2016,2017
98997,"Chow Chow",11040,"queens","queens","new hyde park",2016-08-31,2017-09-28,2016,2017
99107,"Pekingese",7093,"queens","queens","west new york",2016-09-01,2017-09-01,2016,2017
99258,"Shih Tzu",10128,"bronx","bronx","new york",2016-09-01,2017-09-30,2016,2017
99633,"Unknown",11580,"queens","queens","valley stream",2016-09-03,2017-09-15,2016,2017
99784,"Parson Russell Terrier",11373,"brooklyn","brooklyn","queens",2016-09-04,2017-09-04,2016,2017
99850,"English Springer Spaniel",10023,"new york","unknown","new york",2016-09-05,2017-09-05,2016,2017
100290,"Shiba Inu",12533,"manhattan","manhattan","hopewell junction",2016-09-07,2017-09-07,2016,2017
100292,"Shiba Inu",12533,"manhattan","manhattan","hopewell junction",2016-09-07,2017-09-07,2016,2017
100880,"Maltese",10021,"queens","queens","new york",2016-09-09,2017-05-12,2016,2017
100933,"Ibizan Hound",11379,"staten island","staten","queens",2016-09-09,2017-09-09,2016,2017
100935,"Shih Tzu",10301,"brooklyn","brooklyn","staten",2016-09-09,2017-09-22,2016,2017
100966,"Havanese",11580,"queens","queens","valley stream",2016-09-10,2017-09-10,2016,2017
100999,"Maltese Crossbreed",11963,"queens","queens","sag harbor",2016-09-10,2017-09-10,2016,2017
101067,"Labrador Retriever Crossbreed",11109,"brooklyn","brooklyn","queens",2016-09-10,2017-09-10,2016,2017
101404,"American Pit Bull Terrier/Pit Bull",11422,"manhattan","manhattan","queens",2016-09-12,2017-08-16,2016,2017
101465,"Unknown",11233,"manhattan","manhattan","brooklyn",2016-09-12,2017-10-19,2016,2017
101484,"Poodle Crossbreed",11020,"queens","queens","great neck",2016-09-12,2017-10-31,2016,2017
102044,"Yorkshire Terrier",11385,"brooklyn","brooklyn","queens",2016-09-14,2017-10-02,2016,2017
102154,"Chihuahua",10012,"brooklyn","brooklyn","new york",2016-09-15,2017-05-01,2016,2017
102163,"Poodle, Toy",10028,"new york","unknown","new york",2016-09-15,2017-10-30,2016,2017
102612,"Beagle",11001,"queens","queens","not nyc",2016-09-16,2017-11-08,2016,2017
102712,"Maltese",11040,"queens","queens","new hyde park",2016-09-16,2017-09-19,2016,2017
103064,"Chow Chow",11231,"manhattan","manhattan","brooklyn",2016-09-18,2017-09-18,2016,2017
103132,"Cavalier King Charles Spaniel",11721,"queens","queens","centerport",2016-09-18,2017-09-18,2016,2017
103186,"Morkie",10552,"bronx","bronx","mount vernon",2016-09-18,2017-09-18,2016,2017
104113,"Shih Tzu",31539,"manhattan","manhattan","hazlehurst",2016-09-21,2017-08-31,2016,2017
104256,"Maltese",11418,"brooklyn","brooklyn","queens",2016-09-22,2017-09-22,2016,2017
104269,"Bichon Frise",11580,"queens","queens","valley stream",2016-09-22,2018-09-22,2016,2018
104351,"Unknown",11385,"brooklyn","brooklyn","queens",2016-09-22,2017-09-22,2016,2017
104666,"Labrador Retriever Crossbreed",10040,"bronx","bronx","new york",2016-09-24,2017-09-24,2016,2017
104698,"Beagle Crossbreed",10040,"bronx","bronx","new york",2016-09-24,2017-09-24,2016,2017
105166,"Unknown",11201,"bronx","bronx","brooklyn",2016-09-27,2017-11-06,2016,2017
