"row_number","breed_name","zip_code","borough","cleaned_borough","final_borough","issued_year","expired_year","pit_bull"
70805,"siberian husky",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70818,"maltese",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70826,"boxer",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70830,"unknown",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70882,"yorkshire terrier",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70890,"unknown",10304,"staten island","Staten Island","Staten Island",2016,2020,FALSE
70891,"yorkshire terrier",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70896,"schnauzer, miniature",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70899,"american pit bull mix / pit bull mix",10306,"staten island","Staten Island","Staten Island",2016,2017,TRUE
70923,"shih tzu",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70928,"australian shepherd",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70934,"labrador retriever",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70945,"wheaton terrier",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70963,"american pit bull mix / pit bull mix",10308,"staten island","Staten Island","Staten Island",2016,2017,TRUE
70964,"schnauzer, miniature",10302,"staten island","Staten Island","Staten Island",2016,2017,FALSE
70973,"great pyrenees",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71012,"yorkshire terrier",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71025,"labradoodle",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71027,"cotton de tulear",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71028,"golden retriever",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71051,"pomeranian",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71055,"german shepherd crossbreed",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71056,"collie crossbreed",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71060,"beagle crossbreed",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71071,"siberian husky",10306,"staten island","Staten Island","Staten Island",2016,2021,FALSE
71072,"pomeranian",10314,"staten island","Staten Island","Staten Island",2016,2021,FALSE
71077,"puggle",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71118,"american pit bull mix / pit bull mix",10314,"staten island","Staten Island","Staten Island",2016,2017,TRUE
71120,"american pit bull mix / pit bull mix",10314,"staten island","Staten Island","Staten Island",2016,2017,TRUE
71139,"american pit bull terrier/pit bull",10309,"staten island","Staten Island","Staten Island",2016,2017,TRUE
71144,"chihuahua",10306,"staten island","Staten Island","Staten Island",2016,2018,FALSE
71179,"shih tzu crossbreed",10306,"staten island","Staten Island","Staten Island",2016,2019,FALSE
71188,"labrador retriever crossbreed",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71214,"australian cattle dog",10303,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71216,"terrier mix",10312,"staten island","Staten Island","Staten Island",2016,2021,FALSE
71223,"american pit bull mix / pit bull mix",10308,"staten island","Staten Island","Staten Island",2016,2017,TRUE
71225,"bichon frise",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71230,"labrador retriever",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71233,"morkie",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71234,"bull dog, english",10302,"staten island","Staten Island","Staten Island",2016,2021,FALSE
71240,"beagle",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71261,"dachshund smooth coat",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71265,"unknown",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71280,"labrador retriever crossbreed",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71293,"french bulldog",10302,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71311,"unknown",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71323,"labrador retriever crossbreed",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71325,"shih tzu",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71338,"unknown",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71339,"beagle",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71362,"german shepherd dog",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71380,"rottweiler",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71381,"west high white terrier",10310,"staten island","Staten Island","Staten Island",2016,2018,FALSE
71382,"west highland white terrier",10310,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71389,"labrador retriever crossbreed",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71410,"boston terrier",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71417,"lhasa apso",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71447,"unknown",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71474,"american staffordshire terrier",10303,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71487,"jack russell terrier",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71489,"yorkshire terrier",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71513,"chihuahua",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71527,"chihuahua",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71551,"yorkshire terrier",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71554,"unknown",10308,"staten island","Staten Island","Staten Island",2016,2018,FALSE
71574,"chihuahua",10310,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71578,"cocker spaniel",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71581,"unknown",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71587,"unknown",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71618,"unknown",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71653,"shih tzu",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71655,"unknown",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71668,"puggle",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71682,"bassett hound",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71683,"miniature pinscher",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71689,"shih tzu",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71718,"unknown",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71719,"poodle, miniature",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71723,"beagle",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71730,"beagle",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71739,"yorkshire terrier",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71742,"cane corso",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71752,"beagle",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71763,"puggle",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71769,"siberian husky crossbreed",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71773,"jack russell terrier",10303,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71779,"pomeranian",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71783,"pomeranian",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71785,"labrador retriever",10310,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71810,"german shepherd crossbreed",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71815,"rottweiler",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71825,"unknown",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71828,"shih tzu",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71854,"bichon frise",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71867,"boxer",10302,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71869,"shih tzu",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71871,"poodle, miniature",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71904,"shih tzu",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71905,"puggle",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71909,"labradoodle",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71911,"unknown",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71925,"chihuahua",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71935,"labrador retriever",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71947,"bull terrier",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71955,"labrador retriever",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71957,"boston terrier",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71960,"papillon",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71980,"unknown",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71988,"morkie",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
71996,"unknown",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72009,"yorkshire terrier",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72011,"maltese",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72016,"chow chow",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72025,"labrador retriever",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72033,"yorkshire terrier",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72051,"poodle, toy",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72059,"poodle, standard",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72075,"unknown",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72076,"staffordshire bull terrier",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72088,"boston terrier",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72093,"german shepherd dog",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72094,"poodle, miniature",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72103,"shih tzu",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72107,"unknown",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72118,"boxer",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72125,"pug",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72130,"unknown",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72136,"shih tzu",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72144,"shiba inu",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72155,"siberian husky",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72164,"irish setter",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72176,"maltese",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72177,"cairn terrier",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72187,"italian greyhound",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72191,"labrador retriever",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72199,"american pit bull mix / pit bull mix",10307,"staten island","Staten Island","Staten Island",2016,2017,TRUE
72204,"yorkshire terrier",10302,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72222,"miniature pinscher",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72231,"chihuahua",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72251,"unknown",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72261,"cavalier king charles spaniel",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72268,"maltese",10309,"staten island","Staten Island","Staten Island",2016,2016,FALSE
72269,"shiba inu",10314,"staten island","Staten Island","Staten Island",2016,2016,FALSE
72271,"cocker spaniel",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72277,"dachshund smooth coat miniature",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72278,"yorkshire terrier",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72291,"cane corso",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72321,"yorkshire terrier",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72323,"shih tzu",10306,"staten is","Staten Island","Staten Island",2016,2017,FALSE
72326,"american pit bull terrier/pit bull",10306,"staten island","Staten Island","Staten Island",2016,2017,TRUE
72331,"shih tzu",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72364,"yorkshire terrier",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72370,"puggle",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72374,"unknown",10310,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72380,"boxer",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72382,"miniature pinscher",10312,"staten island","Staten Island","Staten Island",2016,2018,FALSE
72397,"bull dog, english",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72410,"cocker spaniel",10302,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72420,"unknown",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72427,"coton de tulear",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72433,"unknown",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72443,"australian shepherd",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72446,"beagle",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72448,"unknown",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72472,"american pit bull mix / pit bull mix",10306,"staten island","Staten Island","Staten Island",2016,2017,TRUE
72473,"labrador retriever",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72475,"dachshund smooth coat miniature",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72498,"maltese",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72507,"dachshund smooth coat",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72533,"bichon frise",10310,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72539,"pomeranian",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72570,"chihuahua",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72577,"maltese",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72596,"yorkshire terrier",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72599,"shiba inu",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72602,"shih tzu",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72606,"golden retriever",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72630,"chihuahua",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72635,"cavalier king charles spaniel",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72637,"pug",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72660,"havanese",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72662,"unknown",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72676,"shih tzu",10310,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72680,"poodle, standard",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72690,"shih tzu",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72705,"shih tzu",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72713,"labrador retriever",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72724,"labrador retriever crossbreed",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72740,"chihuahua",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72750,"unknown",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72751,"american pit bull terrier/pit bull",10312,"staten island","Staten Island","Staten Island",2016,2017,TRUE
72771,"welsh corgi, pembroke",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72774,"silky terrier",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72775,"shih tzu",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72783,"boston terrier",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72784,"labrador retriever",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72794,"cavalier king charles spaniel",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72802,"terrier mix",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72806,"australian shepherd",10306,"staten is","Staten Island","Staten Island",2016,2017,FALSE
72807,"unknown",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72811,"pekingese",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72812,"unknown",10302,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72816,"labrador retriever crossbreed",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72818,"beagle",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72824,"shiba inu",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72829,"bull dog, french",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72830,"beagle crossbreed",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72852,"unknown",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72860,"shih tzu",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72866,"unknown",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72867,"rottweiler",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72873,"lhasa apso",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72879,"bichon frise",10303,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72881,"american pit bull mix / pit bull mix",10301,"staten island","Staten Island","Staten Island",2016,2017,TRUE
72899,"chihuahua",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72906,"chihuahua",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72922,"unknown",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72937,"american pit bull mix / pit bull mix",10306,"staten island","Staten Island","Staten Island",2016,2017,TRUE
72940,"plott",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72953,"yorkshire terrier",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72957,"boxer",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72975,"chihuahua",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72979,"yorkshire terrier",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72986,"labrador retriever crossbreed",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72988,"border collie",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
72999,"cocker spaniel",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73029,"shih tzu",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73040,"boston terrier",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73046,"german shepherd dog",10306,"staten island","Staten Island","Staten Island",2016,2018,FALSE
73054,"chihuahua",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73067,"labrador retriever crossbreed",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73116,"chihuahua crossbreed",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73133,"unknown",10314,"staten island","Staten Island","Staten Island",2016,2021,FALSE
73139,"cavalier king charles spaniel",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73141,"beagle crossbreed",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73144,"chihuahua",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73156,"poodle, standard",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73159,"cairn terrier",10302,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73163,"labrador retriever",10303,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73206,"border collie",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73222,"beagle",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73227,"boston terrier",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73230,"terrier crossbreed",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73232,"dachshund smooth coat miniature",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73256,"golden retriever",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73268,"wire fox terrier",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73271,"labrador retriever",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73274,"shih tzu",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73301,"american pit bull mix / pit bull mix",10304,"staten island","Staten Island","Staten Island",2016,2018,TRUE
73303,"shih tzu",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73316,"labrador retriever",10308,"staten island","Staten Island","Staten Island",2016,2021,FALSE
73321,"labrador retriever crossbreed",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73322,"miniature pinscher",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73331,"unknown",10310,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73336,"maltese",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73347,"havanese",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73351,"bull dog, english",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73376,"yorkshire terrier",10310,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73377,"cocker spaniel",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73390,"chihuahua",10303,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73407,"airedale terrier",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73416,"unknown",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73422,"shiba inu",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73428,"american eskimo dog",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73429,"yorkshire terrier",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73436,"american pit bull terrier/pit bull",10301,"staten island","Staten Island","Staten Island",2016,2017,TRUE
73448,"puggle",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73455,"golden retriever",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73460,"unknown",10302,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73487,"german shorthaired pointer",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73488,"doberman pinscher",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73510,"labrador retriever",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73511,"shih tzu",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73521,"german shepherd dog",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73526,"yorkshire terrier",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73548,"puggle",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73554,"american pit bull terrier/pit bull",10301,"staten island","Staten Island","Staten Island",2016,2017,TRUE
73555,"labrador retriever crossbreed",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73557,"beagle",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73560,"poodle crossbreed",10310,"staten is","Staten Island","Staten Island",2016,2017,FALSE
73577,"west high white terrier",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73588,"maltese",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73593,"german shepherd crossbreed",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73620,"beagle",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73625,"pomeranian",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73637,"shiba inu",10309,"staten is","Staten Island","Staten Island",2016,2017,FALSE
73654,"chihuahua crossbreed",10310,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73657,"cavalier king charles spaniel",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73666,"puggle",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73670,"rottweiler",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73681,"wire fox terrier",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73683,"american pit bull terrier/pit bull",10310,"staten island","Staten Island","Staten Island",2016,2017,TRUE
73688,"german shepherd dog",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73703,"american pit bull mix / pit bull mix",10303,"staten island","Staten Island","Staten Island",2016,2017,TRUE
73706,"german shepherd crossbreed",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73723,"wheaton terrier",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73733,"shih tzu",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73786,"labrador retriever",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73792,"labrador retriever",10304,"staten is","Staten Island","Staten Island",2016,2017,FALSE
73796,"cocker spaniel",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73800,"american pit bull terrier/pit bull",10306,"staten island","Staten Island","Staten Island",2016,2017,TRUE
73805,"unknown",10301,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73818,"maltese",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73825,"american pit bull mix / pit bull mix",10310,"staten island","Staten Island","Staten Island",2016,2017,TRUE
73833,"chihuahua",10310,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73851,"yorkshire terrier",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73858,"labrador retriever",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73861,"american eskimo dog",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73907,"unknown",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73921,"unknown",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73922,"miniature pinscher",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73943,"havanese",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73945,"boston terrier",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73953,"miniature pinscher",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73955,"miniature pinscher",10304,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73960,"yorkshire terrier",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73966,"golden retriever",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73971,"american eskimo dog",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73979,"labrador retriever",10302,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73982,"beagle",10308,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73988,"maltese",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73990,"labrador retriever",10302,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73996,"shiba inu",10307,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73997,"yorkshire terrier",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
73999,"unknown",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
74011,"shih tzu",10306,"staten island","Staten Island","Staten Island",2016,2017,FALSE
74013,"unknown",10314,"staten island","Staten Island","Staten Island",2016,2017,FALSE
74032,"lhasa apso",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
74039,"labrador retriever crossbreed",10312,"staten island","Staten Island","Staten Island",2016,2017,FALSE
74040,"schnauzer, miniature",10305,"staten island","Staten Island","Staten Island",2016,2017,FALSE
74053,"maltese",10309,"staten island","Staten Island","Staten Island",2016,2017,FALSE
