"row_number","breed_name","zip_code","borough","cleaned_borough","final_borough","issued_year","expired_year","pit_bull"
30612,"american pit bull mix / pit bull mix",10312,"staten island","Staten Island","Staten Island",2015,2016,TRUE
30624,"unknown",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30629,"unknown",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30634,"welsh corgi, pembroke",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30663,"lhasa apso",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30692,"labrador retriever",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30693,"silky terrier",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30707,"cocker spaniel",10312,"staten is","Staten Island","Staten Island",2015,2016,FALSE
30710,"beagle",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30715,"chihuahua",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30720,"maltese",10307,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30739,"american pit bull terrier/pit bull",10306,"staten is","Staten Island","Staten Island",2015,2016,TRUE
30748,"poodle, standard",10310,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30751,"german shepherd dog",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30789,"unknown",10302,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30795,"unknown",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30796,"poodle crossbreed",10314,"staten island","Staten Island","Staten Island",2015,2017,FALSE
30799,"shih tzu",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30804,"siberian husky",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30823,"maltese",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30835,"american pit bull mix / pit bull mix",10302,"staten island","Staten Island","Staten Island",2015,2016,TRUE
30838,"pug",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30839,"shiba inu",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30847,"labrador retriever",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30849,"unknown",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30864,"unknown",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30869,"shih tzu",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30873,"greyhound",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30879,"american pit bull mix / pit bull mix",10314,"staten island","Staten Island","Staten Island",2015,2016,TRUE
30881,"mastiff, bull",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30891,"shih tzu",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30895,"shiba inu",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30900,"bull dog, english",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30905,"german shepherd dog",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30907,"unknown",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30912,"collie, border",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30915,"pomeranian",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30936,"american pit bull mix / pit bull mix",10309,"staten island","Staten Island","Staten Island",2015,2016,TRUE
30953,"shih tzu",10310,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30974,"unknown",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30976,"american pit bull terrier/pit bull",10301,"staten island","Staten Island","Staten Island",2015,2016,TRUE
30977,"maltese",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30980,"poodle, miniature",10302,"staten island","Staten Island","Staten Island",2015,2016,FALSE
30992,"lhasa apso",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31006,"shih tzu",10310,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31024,"yorkshire terrier",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31042,"unknown",10308,"staten island","Staten Island","Staten Island",2015,2017,FALSE
31062,"yorkshire terrier",10306,"staten island","Staten Island","Staten Island",2015,2018,FALSE
31077,"yorkshire terrier crossbreed",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31098,"terrier mix",10306,"staten island","Staten Island","Staten Island",2015,2018,FALSE
31119,"schnauzer, miniature",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31141,"maltese crossbreed",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31172,"doberman pinscher",10309,"staten island","Staten Island","Staten Island",2015,2018,FALSE
31173,"german shepherd dog",10314,"staten island","Staten Island","Staten Island",2015,2017,FALSE
31180,"unknown",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31190,"labrador retriever",10306,"staten island","Staten Island","Staten Island",2015,2018,FALSE
31193,"german shepherd crossbreed",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31199,"doberman pinscher",10309,"staten island","Staten Island","Staten Island",2015,2018,FALSE
31224,"west highland white terrier",10310,"staten island","Staten Island","Staten Island",2015,2017,FALSE
31260,"unknown",10309,"staten island","Staten Island","Staten Island",2015,2020,FALSE
31263,"lhasa apso",10305,"staten island","Staten Island","Staten Island",2015,2017,FALSE
31270,"american pit bull terrier/pit bull",10309,"staten island","Staten Island","Staten Island",2015,2017,TRUE
31294,"american pit bull terrier/pit bull",10312,"staten island","Staten Island","Staten Island",2015,2016,TRUE
31308,"american pit bull mix / pit bull mix",10304,"staten island","Staten Island","Staten Island",2015,2016,TRUE
31318,"unknown",10312,"staten island","Staten Island","Staten Island",2015,2017,FALSE
31326,"silky terrier",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31333,"american pit bull mix / pit bull mix",10304,"staten island","Staten Island","Staten Island",2015,2016,TRUE
31335,"shih tzu",10305,"staten island","Staten Island","Staten Island",2015,2017,FALSE
31339,"cane corso",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31340,"unknown",10306,"staten island","Staten Island","Staten Island",2015,2017,FALSE
31347,"unknown",10312,"staten island","Staten Island","Staten Island",2015,2017,FALSE
31355,"poodle, toy",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31358,"german shepherd crossbreed",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31369,"german shepherd dog",10301,"staten island","Staten Island","Staten Island",2015,2017,FALSE
31371,"maltese",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31376,"shih tzu crossbreed",10301,"staten island","Staten Island","Staten Island",2015,2018,FALSE
31385,"bull dog, english",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31391,"golden retriever",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31395,"maltese",10302,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31419,"cavalier king charles spaniel",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31423,"mastiff",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31428,"shih tzu",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31454,"labrador retriever crossbreed",10312,"staten is","Staten Island","Staten Island",2015,2016,FALSE
31462,"maltese",10306,"staten island","Staten Island","Staten Island",2015,2017,FALSE
31475,"golden retriever",10310,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31487,"american pit bull mix / pit bull mix",10306,"staten island","Staten Island","Staten Island",2015,2016,TRUE
31520,"unknown",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31540,"yorkshire terrier",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31549,"unknown",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31565,"unknown",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31568,"poodle, toy",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31623,"labrador retriever crossbreed",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31631,"unknown",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31644,"american pit bull terrier/pit bull",10302,"staten island","Staten Island","Staten Island",2015,2016,TRUE
31646,"unknown",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31672,"golden retriever",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31698,"american pit bull mix / pit bull mix",10307,"staten island","Staten Island","Staten Island",2015,2020,TRUE
31705,"labrador retriever",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31710,"boston terrier",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31712,"german shepherd crossbreed",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31741,"yorkshire terrier",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31743,"maltese",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31785,"beagle",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31788,"yorkshire terrier",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31789,"unknown",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31798,"boxer",10307,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31816,"american pit bull mix / pit bull mix",10310,"staten island","Staten Island","Staten Island",2015,2016,TRUE
31825,"yorkshire terrier",10309,"staten is","Staten Island","Staten Island",2015,2016,FALSE
31829,"unknown",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31836,"flat-coated retriever",10309,"staten island","Staten Island","Staten Island",2015,2020,FALSE
31837,"labrador retriever",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31842,"old english sheepdog",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31850,"west high white terrier",10306,"staten is","Staten Island","Staten Island",2015,2016,FALSE
31855,"unknown",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31864,"yorkshire terrier",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31881,"maltese",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31895,"yorkshire terrier",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31896,"cane corso",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31902,"german shepherd dog",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
31931,"american pit bull mix / pit bull mix",10312,"staten island","Staten Island","Staten Island",2015,2016,TRUE
31939,"terrier mix",10312,"staten island","Staten Island","Staten Island",2015,2017,FALSE
31945,"poodle, toy",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32001,"american foxhound",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32003,"havanese",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32009,"labrador retriever",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32030,"west high white terrier",10314,"staten island","Staten Island","Staten Island",2015,2019,FALSE
32032,"unknown",11102,"astoria","Queens","Queens",2015,2017,FALSE
32034,"golden retriever",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32056,"shih tzu",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32065,"unknown",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32075,"american eskimo dog",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32077,"schnauzer, miniature",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32082,"poodle",10314,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32083,"yorkshire terrier",11366,"fresh meadows","Queens","Queens",2015,2016,FALSE
32092,"bulldog",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32097,"rhodesian ridgeback",10305,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32098,"chihuahua",10312,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32099,"jack russell terrier",10302,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32100,"pug",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32105,"shih tzu",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32120,"scottish terrier",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32130,"unknown",10306,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32140,"unknown",10310,"staten is","Staten Island","Staten Island",2015,2016,FALSE
32161,"labrador retriever",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32169,"unknown",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32174,"american pit bull terrier/pit bull",10304,"staten island","Staten Island","Staten Island",2015,2016,TRUE
32187,"shih tzu",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32198,"puggle",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32202,"american pit bull terrier/pit bull",10303,"staten island","Staten Island","Staten Island",2015,2016,TRUE
32219,"newfoundland",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32230,"cocker spaniel",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32241,"shih tzu",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32253,"golden retriever",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32261,"unknown",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32282,"dachshund smooth coat miniature",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32304,"rottweiler",10307,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32305,"labrador retriever",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32308,"schnauzer, miniature",10307,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32321,"shih tzu",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32323,"unknown",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32341,"boston terrier",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32351,"yorkshire terrier",10305,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32361,"dachshund, long haired",10308,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32377,"maltese",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32408,"pug",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32417,"yorkshire terrier",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32428,"pomeranian",10307,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32453,"boxer",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32458,"shih tzu",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32459,"rottweiler",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32479,"pekingese",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32515,"shih tzu crossbreed",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32516,"bichon frise",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32518,"american pit bull mix / pit bull mix",10309,"staten island","Staten Island","Staten Island",2015,2016,TRUE
32523,"american pit bull terrier/pit bull",10314,"staten island","Staten Island","Staten Island",2015,2016,TRUE
32540,"havanese",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32571,"shih tzu",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32573,"bichon frise",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32581,"unknown",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32585,"shiba inu",10308,"staten island","Staten Island","Staten Island",2015,2019,FALSE
32588,"dachshund smooth coat",10304,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32597,"jack russell terrier",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32609,"cairn terrier",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32617,"labrador retriever crossbreed",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32644,"maltese",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32651,"shih tzu",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32672,"labrador retriever crossbreed",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32691,"maltipoo",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32696,"brittany spaniel",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32698,"chihuahua",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32711,"yorkshire terrier",10314,"staten island","Staten Island","Staten Island",2015,2020,FALSE
32716,"yorkshire terrier",10314,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32722,"unknown",10314,"staten island","Staten Island","Staten Island",2015,2020,FALSE
32724,"chihuahua",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32733,"mastiff, bull",10314,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32735,"labrador retriever",10307,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32753,"yorkshire terrier",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32754,"alaskan malamute",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32774,"german shepherd dog",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32781,"chihuahua",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32784,"american pit bull mix / pit bull mix",10314,"staten island","Staten Island","Staten Island",2015,2020,TRUE
32793,"chihuahua",10314,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32848,"chihuahua",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32851,"afghan hound",10308,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32865,"unknown",10310,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32874,"american eskimo dog",10307,"staten island","Staten Island","Staten Island",2015,2020,FALSE
32875,"shiba inu",10301,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32890,"yorkshire terrier",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32898,"american pit bull mix / pit bull mix",10308,"staten island","Staten Island","Staten Island",2015,2016,TRUE
32899,"maltese",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32903,"siberian husky",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32931,"pomeranian",10310,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32933,"maltese",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32934,"american pit bull mix / pit bull mix",10301,"staten island","Staten Island","Staten Island",2015,2016,TRUE
32944,"shiba inu",10301,"staten island","Staten Island","Staten Island",2015,2017,FALSE
32952,"unknown",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32955,"labrador retriever",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32962,"lhasa apso",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32967,"unknown",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32972,"chihuahua",10302,"staten island","Staten Island","Staten Island",2015,2016,FALSE
32974,"american pit bull mix / pit bull mix",10303,"staten island","Staten Island","Staten Island",2015,2016,TRUE
33011,"unknown",10306,"staten island","Staten Island","Staten Island",2015,2018,FALSE
33019,"american pit bull terrier/pit bull",10305,"staten island","Staten Island","Staten Island",2015,2016,TRUE
33023,"miniature schnauzer",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33036,"german shepherd crossbreed",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33045,"pomeranian",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33052,"unknown",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33067,"shih tzu",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33075,"lhasa apso",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33077,"puggle",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33084,"shih tzu crossbreed",10310,"staten island","Staten Island","Staten Island",2015,2018,FALSE
33091,"maltese",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33092,"golden retriever",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33093,"unknown",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33110,"labrador retriever",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33115,"unknown",10307,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33122,"dachshund smooth coat miniature",10312,"staten island","Staten Island","Staten Island",2015,2017,FALSE
33140,"maltese",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33160,"labrador retriever",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33168,"german shepherd dog",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33170,"wheaton terrier",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33174,"chow chow",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33181,"bichon frise",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33186,"cardigan welsh corgi",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33200,"unknown",10302,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33202,"cotton de tulear",10312,"staten island","Staten Island","Staten Island",2015,2017,FALSE
33211,"unknown",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33217,"pekingese",10307,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33225,"american pit bull mix / pit bull mix",10314,"staten island","Staten Island","Staten Island",2015,2016,TRUE
33237,"american staffordshire terrier",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33248,"shih tzu",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33259,"yorkshire terrier",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33308,"wheaton terrier",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33319,"bichon frise",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33330,"silky terrier",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33337,"siberian husky",10314,"staten island","Staten Island","Staten Island",2015,2017,FALSE
33352,"rottweiler",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33378,"labrador retriever",10312,"staten is","Staten Island","Staten Island",2015,2016,FALSE
33399,"unknown",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33401,"shih tzu",10312,"staten island","Staten Island","Staten Island",2015,2020,FALSE
33405,"yorkshire terrier",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33446,"american pit bull terrier/pit bull",10301,"staten island","Staten Island","Staten Island",2015,2020,TRUE
33450,"unknown",10312,"staten island","Staten Island","Staten Island",2015,2017,FALSE
33461,"cocker spaniel",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33497,"pomeranian",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33507,"shih tzu",10310,"staten island","Staten Island","Staten Island",2015,2020,FALSE
33547,"american pit bull mix / pit bull mix",10305,"staten island","Staten Island","Staten Island",2015,2020,TRUE
33554,"terrier crossbreed",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33564,"yorkshire terrier",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33614,"dachshund smooth coat",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33617,"labrador retriever",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33620,"shih tzu",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33623,"poodle, standard",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33635,"siberian husky",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33643,"pekingese",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33656,"boxer",10307,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33659,"american staffordshire terrier",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33687,"maltese",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33711,"labrador retriever",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33715,"bernese mountain dog",10301,"staten island","Staten Island","Staten Island",2015,2017,FALSE
33737,"maltese",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33740,"mastiff, bull",10307,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33742,"labrador retriever crossbreed",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33751,"unknown",10307,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33781,"bull dog, english",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33784,"yorkshire terrier",10304,"staten island","Staten Island","Staten Island",2015,2017,FALSE
33795,"american pit bull terrier/pit bull",10307,"staten island","Staten Island","Staten Island",2015,2017,TRUE
33800,"unknown",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33809,"american pit bull mix / pit bull mix",10314,"staten island","Staten Island","Staten Island",2015,2016,TRUE
33816,"puggle",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33823,"golden retriever",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33829,"boxer",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33839,"boxer",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33858,"boston terrier",10308,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33866,"dachshund smooth coat miniature",10301,"staten island","Staten Island","Staten Island",2015,2018,FALSE
33886,"shetland sheepdog",10314,"staten is","Staten Island","Staten Island",2015,2016,FALSE
33908,"wheaton terrier",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33918,"unknown",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33921,"cavalier king charles spaniel",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33929,"labrador retriever",10303,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33936,"bull dog, english",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33944,"chihuahua",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33948,"boxer",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33956,"yorkshire terrier",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33960,"bull dog, english",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33966,"unknown",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33970,"chihuahua",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33980,"rat terrier",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
33985,"yorkshire terrier",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34018,"american pit bull terrier/pit bull",10303,"staten island","Staten Island","Staten Island",2015,2016,TRUE
34030,"miniature pinscher",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34032,"yorkshire terrier",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34062,"yorkshire terrier",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34065,"glen of imaal terrier",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34066,"poodle, miniature",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34075,"miniature schnauzer",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34085,"unknown",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34110,"labrador retriever",10305,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34113,"unknown",10306,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34115,"german shepherd crossbreed",10310,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34164,"shih tzu",10304,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34214,"unknown",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34225,"chihuahua",10301,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34226,"greyhound",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34251,"unknown",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34273,"pug",10309,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34340,"schnauzer crossbreed",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34344,"american eskimo dog",10312,"staten island","Staten Island","Staten Island",2015,2016,FALSE
34349,"beagle",10314,"staten island","Staten Island","Staten Island",2015,2016,FALSE
