"unique_id","date_of_bite","species","breed","age","gender","spay_neuter","borough","zip_code","pit_bull","zip_match","zip_code_imputed"
1869,2017-12-08,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn","11215",FALSE,TRUE,"11215"
1870,2017-11-01,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn","11206",FALSE,TRUE,"11206"
1871,2017-11-05,"DOG","Maltese",2,"M",FALSE,"Brooklyn","11221",FALSE,TRUE,"11221"
1872,2017-12-11,"DOG","BOXER MIX",2,"M",FALSE,"Brooklyn","11209",FALSE,TRUE,"11209"
1873,2017-12-08,"DOG","Great Dane",3,"M",TRUE,"Brooklyn","11223",FALSE,TRUE,"11223"
1874,2017-12-11,"DOG","Pug",NA,"U",FALSE,"Brooklyn","11234",FALSE,TRUE,"11234"
1875,2017-12-12,"DOG","TERRIER X",NA,"U",FALSE,"Brooklyn","11205",FALSE,TRUE,"11205"
1876,2017-12-12,"DOG","GREAT DANE / HOUND MIX",4,"M",TRUE,"Brooklyn","11209",FALSE,TRUE,"11209"
1877,2017-12-13,"DOG","Mixed/Other",5,"M",FALSE,"Brooklyn","11206",FALSE,TRUE,"11206"
1878,2017-12-15,"DOG","MIXED BREED",1,"M",FALSE,"Brooklyn","11208",FALSE,TRUE,"11208"
1879,2017-12-12,"DOG","RETRIEVER/AUSTRALIAN CATTLE DOG X",1900,"M",TRUE,"Brooklyn","11222",FALSE,TRUE,"11222"
1880,2017-12-15,"DOG","MIXED",NA,"U",FALSE,"Brooklyn","11230",FALSE,TRUE,"11230"
1881,2017-12-12,"DOG","WIRED HAIR TERRIER X",4,"F",TRUE,"Brooklyn","11214",FALSE,TRUE,"11214"
1882,2017-12-12,"DOG","German Shepherd",NA,"U",FALSE,"Brooklyn","11214",FALSE,TRUE,"11214"
1883,2017-12-11,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn",NA,FALSE,NA,"11220"
1884,2017-12-17,"DOG","Shih Tzu",NA,"U",FALSE,"Brooklyn",NA,FALSE,NA,"11221"
1885,2017-12-18,"DOG","CHINESE CRESTED",12,"M",TRUE,"Brooklyn","11229",FALSE,TRUE,"11229"
1886,2017-12-18,"DOG","MIXED",3,"M",FALSE,"Brooklyn","11205",FALSE,TRUE,"11205"
5561,2017-03-20,"DOG","MUTT",NA,"U",FALSE,"Other",NA,FALSE,NA,"11221"
1887,2017-12-18,"DOG","Shih Tzu",5,"M",FALSE,"Brooklyn","11236",FALSE,TRUE,"11236"
1888,2017-11-26,"DOG","Shih Tzu",5,"M",TRUE,"Brooklyn","11223",FALSE,TRUE,"11223"
1889,2017-12-17,"DOG","BOLOGNESE BICHON",15,"M",TRUE,"Brooklyn","11205",FALSE,TRUE,"11205"
1890,2017-12-21,"DOG","MIXED",3,"M",TRUE,"Brooklyn","11249",FALSE,TRUE,"11249"
1891,2017-12-22,"DOG","Poodle, Toy",3,"F",TRUE,"Brooklyn","11235",FALSE,TRUE,"11235"
1892,2017-12-21,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11208",TRUE,TRUE,"11208"
1893,2017-12-21,"DOG","Mixed/Other",1,"M",FALSE,"Brooklyn","11207",FALSE,TRUE,"11207"
1894,2017-12-24,"DOG","Shih Tzu",NA,"F",FALSE,"Brooklyn","11232",FALSE,TRUE,"11232"
1895,2017-12-22,"DOG","Yorkshire Terrier",NA,"U",FALSE,"Brooklyn","11221",FALSE,TRUE,"11221"
1896,2017-12-26,"DOG","Yorkshire Terrier",NA,"U",FALSE,"Brooklyn","11221",FALSE,TRUE,"11221"
1897,2017-12-21,"DOG","American Pit Bull Mix / Pit Bull Mix",5,"F",TRUE,"Brooklyn","11237",TRUE,TRUE,"11237"
1898,2017-12-25,"DOG","Shih Tzu",2,"M",FALSE,"Brooklyn","11212",FALSE,TRUE,"11212"
1899,2017-12-22,"DOG","PIT BULL TERRIER /CATTLE DOGX",11,"M",TRUE,"Brooklyn",NA,TRUE,NA,"11235"
1900,2017-12-27,"DOG","Shiba Inu",6,"F",FALSE,"Brooklyn","11209",FALSE,TRUE,"11209"
1901,2017-12-20,"DOG","CHOW CHOW/PIT BULL",1,"M",TRUE,"Brooklyn","11224",TRUE,TRUE,"11224"
1902,2017-12-28,"DOG","Bichon Frise",9,"F",TRUE,"Brooklyn","11228",FALSE,TRUE,"11228"
1903,2017-12-20,"DOG","CHOW CHOW/ PIT BULL",1,"M",FALSE,"Brooklyn","11224",TRUE,TRUE,"11224"
1904,2017-12-31,"DOG","Mastiff, Bull",6,"M",TRUE,"Brooklyn","11215",FALSE,TRUE,"11215"
1905,2017-12-26,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn","11229",FALSE,TRUE,"11229"
1906,2017-12-30,"DOG","JACK RUSSELL/POODLE X",9,"M",FALSE,"Brooklyn","11201",FALSE,TRUE,"11201"
1907,2018-01-01,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn","11220",FALSE,TRUE,"11220"
1908,2017-12-31,"DOG","American Pit Bull Mix / Pit Bull Mix",NA,"U",FALSE,"Brooklyn","11224",TRUE,TRUE,"11224"
1909,2018-01-04,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn",NA,FALSE,NA,"11231"
1910,2018-01-06,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11224",TRUE,TRUE,"11224"
1911,2018-01-08,"DOG","Mixed/Other",4,"M",FALSE,"Brooklyn","11231",FALSE,TRUE,"11231"
1912,2018-01-09,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11224",TRUE,TRUE,"11224"
1913,2018-01-03,"DOG","BASENJI",4,"M",FALSE,"Brooklyn","11231",FALSE,TRUE,"11231"
1914,2018-01-01,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn",NA,FALSE,NA,"11233"
1915,2017-12-31,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn",NA,FALSE,NA,"11228"
1916,2017-12-29,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn","11221",FALSE,TRUE,"11221"
1917,2018-01-03,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11233",TRUE,TRUE,"11233"
1918,2018-01-04,"DOG","American Pit Bull Mix / Pit Bull Mix",5,"M",FALSE,"Brooklyn","11235",TRUE,TRUE,"11235"
1919,2018-01-10,"DOG","MIXED",3,"F",FALSE,"Brooklyn","11208",FALSE,TRUE,"11208"
1920,2017-12-30,"DOG","Akita",NA,"U",FALSE,"Brooklyn",NA,FALSE,NA,"11215"
1921,2018-01-07,"DOG","MIXED",7,"M",TRUE,"Brooklyn","11208",FALSE,TRUE,"11208"
1922,2018-01-06,"DOG","Great Dane",6,"F",TRUE,"Brooklyn",NA,FALSE,NA,"11213"
1923,2018-01-01,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11220",TRUE,TRUE,"11220"
1924,2018-01-09,"DOG","Labradoodle",5,"F",TRUE,"Brooklyn","11238",FALSE,TRUE,"11238"
1925,2018-01-01,"DOG","West High White Terrier",NA,"M",FALSE,"Brooklyn","11207",FALSE,TRUE,"11207"
1926,2018-01-14,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11205",TRUE,TRUE,"11205"
1927,2018-01-10,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11233",TRUE,TRUE,"11233"
1928,2018-01-15,"DOG","POODLE X",NA,"U",FALSE,"Brooklyn","11217",FALSE,TRUE,"11217"
1929,2018-01-13,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11236",TRUE,TRUE,"11236"
1930,2018-01-13,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn","11234",FALSE,TRUE,"11234"
1931,2018-01-09,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn","11220",FALSE,TRUE,"11220"
1933,2018-01-18,"DOG","Pekingese",NA,"U",FALSE,"Brooklyn","11220",FALSE,TRUE,"11220"
1934,2018-01-08,"DOG","POODLE X",13,"M",TRUE,"Brooklyn","11215",FALSE,TRUE,"11215"
1935,2017-12-19,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11237",TRUE,TRUE,"11237"
1936,2018-01-18,"DOG","Labrador Retriever",NA,"U",FALSE,"Brooklyn","11214",FALSE,TRUE,"11214"
1937,2017-12-25,"DOG","Great Pyrenees",10,"M",FALSE,"Brooklyn","11207",FALSE,TRUE,"11207"
1938,2018-01-18,"DOG","UNKNOWN",NA,"U",FALSE,"Brooklyn","11230",FALSE,TRUE,"11230"
1939,2018-01-17,"DOG","Dachshund Smooth Coat",NA,"U",FALSE,"Brooklyn","11211",FALSE,TRUE,"11211"
1940,2018-01-20,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11224",TRUE,TRUE,"11224"
1941,2017-12-01,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11212",TRUE,TRUE,"11212"
1942,2018-01-23,"DOG","MIXED",NA,"F",FALSE,"Brooklyn","11225",FALSE,TRUE,"11225"
1943,2018-01-23,"DOG","MIXED",NA,"F",FALSE,"Brooklyn","11225",FALSE,TRUE,"11225"
1944,2018-01-23,"DOG","Chihuahua",NA,"U",FALSE,"Brooklyn","11205",FALSE,TRUE,"11205"
1945,2018-01-15,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11208",TRUE,TRUE,"11208"
1946,2018-01-23,"DOG","Yorkshire Terrier",NA,"U",FALSE,"Brooklyn","11210",FALSE,TRUE,"11210"
1947,2015-01-28,"DOG","Cane Corso",1,"M",FALSE,"Bronx","10461",FALSE,TRUE,"10461"
1948,2015-01-27,"DOG","Bull dog",NA,"F",FALSE,"Bronx",NA,FALSE,NA,"10451"
1949,2015-01-28,"DOG","Chihuahua",8,"M",FALSE,"Bronx","10452",FALSE,TRUE,"10452"
1950,2015-01-23,"DOG","Poodle, Miniature",6,"F",FALSE,"Bronx","10452",FALSE,TRUE,"10452"
1951,2015-01-25,"DOG","Bull Dog, French",1,"M",FALSE,"Bronx","10469",FALSE,TRUE,"10469"
1952,2015-01-29,"DOG","Beagle",5,"F",FALSE,"Bronx","10459",FALSE,TRUE,"10459"
1953,2015-02-01,"DOG","Rottweiler",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10460"
1954,2015-01-30,"DOG","Chihuahua",4,"M",FALSE,"Bronx","10457",FALSE,TRUE,"10457"
1955,2015-02-01,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10451"
1956,2015-01-22,"DOG","Mixed/Other",5,"F",TRUE,"Bronx","10456",FALSE,TRUE,"10456"
1957,2015-02-05,"DOG","Pit Bull",7,"U",TRUE,"Bronx","10452",TRUE,TRUE,"10452"
1958,2015-02-05,"DOG","Mixed/Other",4,"M",FALSE,"Bronx","10452",FALSE,TRUE,"10452"
1959,2015-02-06,"DOG","Pit Bull",2,"M",FALSE,"Bronx","10468",TRUE,TRUE,"10468"
1960,2015-02-07,"DOG","CAROLINA DOG",1,"M",FALSE,"Bronx","10473",FALSE,TRUE,"10473"
1961,2015-02-07,"DOG","CAROLINA DOG",1,"M",FALSE,"Bronx","10473",FALSE,TRUE,"10473"
1962,2015-01-13,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10461",TRUE,TRUE,"10461"
1963,2015-02-02,"DOG","Pekingese",3,"M",FALSE,"Bronx","10466",FALSE,TRUE,"10466"
1964,2015-02-08,"DOG","German Shepherd",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10456"
1965,2015-02-09,"DOG","AMERICAN STAFF/AKITA",4,"F",FALSE,"Bronx","10467",FALSE,TRUE,"10467"
1966,2015-02-09,"DOG","Yorkshire Terrier",NA,"U",FALSE,"Bronx","10456",FALSE,TRUE,"10456"
1967,2015-02-07,"DOG","Pit Bull",NA,"M",FALSE,"Bronx","10467",TRUE,TRUE,"10467"
1968,2015-02-09,"DOG","Mixed/Other",5,"F",FALSE,"Bronx","10472",FALSE,TRUE,"10472"
1969,2015-01-30,"DOG","German Shepherd",6,"F",FALSE,"Bronx","10467",FALSE,TRUE,"10467"
1970,2015-02-08,"DOG","HUSKY MIX",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10462"
1971,2015-02-05,"DOG","Jindo Dog,",14,"F",TRUE,"Bronx","10469",FALSE,TRUE,"10469"
1972,2015-02-15,"DOG","Pekingese",15,"M",FALSE,"Bronx","10459",FALSE,TRUE,"10459"
1973,2015-02-15,"DOG","Shiba Inu",5,"M",FALSE,"Bronx","10462",FALSE,TRUE,"10462"
1974,2015-02-14,"DOG","American Pit Bull Mix / Pit Bull Mix",4,"M",FALSE,"Bronx","10456",TRUE,TRUE,"10456"
1975,2015-02-14,"DOG","American Pit Bull Mix / Pit Bull Mix",1,"M",FALSE,"Bronx","10456",TRUE,TRUE,"10456"
1976,2015-02-15,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10473"
1977,2015-02-13,"DOG","Chihuahua",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10467"
1978,2015-02-16,"DOG","Siberian Husky",5,"M",FALSE,"Bronx","10463",FALSE,TRUE,"10463"
1979,2015-02-22,"DOG","Chihuahua",NA,"F",FALSE,"Bronx","10468",FALSE,TRUE,"10468"
1980,2015-02-22,"DOG","Cocker Spaniel",1,"M",FALSE,"Bronx","10467",FALSE,TRUE,"10467"
1981,2015-02-24,"DOG","Rottweiler",1,"U",FALSE,"Bronx",NA,FALSE,NA,"10470"
1982,2015-02-21,"DOG","Jack Russ",3,"M",TRUE,"Bronx","10464",FALSE,TRUE,"10464"
1983,2015-02-24,"DOG","Bichon Frise",1,"M",FALSE,"Bronx","10458",FALSE,TRUE,"10458"
1984,2015-02-25,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10456",TRUE,TRUE,"10456"
1985,2015-02-26,"DOG","Cocker Spaniel",NA,"M",FALSE,"Bronx","10468",FALSE,TRUE,"10468"
1986,2015-03-02,"DOG","Mixed/Other",6,"M",FALSE,"Bronx",NA,FALSE,NA,"10458"
1987,2015-02-28,"DOG","American Staffordshire Terrier",3,"M",FALSE,"Bronx","10456",FALSE,TRUE,"10456"
1988,2015-03-03,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10465"
1989,2015-03-01,"DOG","Shih Tzu",2,"M",FALSE,"Bronx",NA,FALSE,NA,"10472"
1990,2015-02-27,"DOG","Bull Dog, English",3,"M",TRUE,"Bronx","10461",FALSE,TRUE,"10461"
1991,2015-03-04,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10467",TRUE,TRUE,"10467"
1992,2015-03-05,"DOG","HUSKY",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10465"
1993,2015-03-07,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10457",TRUE,TRUE,"10457"
1994,2015-03-08,"DOG","English Cocker Spaniel",1,"M",FALSE,"Bronx","10473",FALSE,TRUE,"10473"
1995,2015-03-07,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10459",TRUE,TRUE,"10459"
1996,2015-03-06,"DOG","Yorkshire Terrier Crossbreed",2,"F",FALSE,"Bronx",NA,FALSE,NA,"10459"
1997,2015-03-08,"DOG","Yorkshire Terrier",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10462"
1998,2015-03-09,"DOG","Shih Tzu",NA,"F",FALSE,"Bronx","10452",FALSE,TRUE,"10452"
1999,2015-03-09,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10466"
2000,2015-02-26,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10453",TRUE,TRUE,"10453"
2001,2015-02-07,"DOG","Pit Bull",2,"M",FALSE,"Bronx",NA,TRUE,NA,"10451"
2002,2015-03-14,"DOG","Chihuahua",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10461"
2003,2015-03-13,"DOG","AUSTRALIAN BORDER COLLIE",4,"M",TRUE,"Bronx","10470",FALSE,TRUE,"10470"
2004,2015-03-14,"DOG","POODLE",8,"M",FALSE,"Bronx","10458",FALSE,TRUE,"10458"
2005,2015-03-15,"DOG","TERRIER MIX",2,"M",FALSE,"Bronx","10460",FALSE,TRUE,"10460"
2006,2015-02-27,"DOG","Pit Bull",4,"M",TRUE,"Bronx",NA,TRUE,NA,"10458"
2007,2015-03-17,"DOG","American Pit Bull Terrier/Pit Bull",4,"M",FALSE,"Bronx","10472",TRUE,TRUE,"10472"
2008,2015-03-19,"DOG","Pit Bull",1,"F",FALSE,"Bronx","10472",TRUE,TRUE,"10472"
2009,2015-03-11,"DOG","Pit Bull",1,"M",FALSE,"Bronx","10474",TRUE,TRUE,"10474"
2010,2015-03-14,"DOG","POODLE",2,"F",FALSE,"Bronx","10462",FALSE,TRUE,"10462"
2011,2015-03-21,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10460"
2012,2015-03-23,"DOG","POINTER X",10,"M",TRUE,"Bronx","10458",FALSE,TRUE,"10458"
2013,2015-03-21,"DOG","CHIHUAHUA SHORTHAIR/ JACK RUSSELL TERRIER",3,"M",FALSE,"Bronx","10452",FALSE,TRUE,"10452"
2014,2015-03-18,"DOG","American Pit Bull Terrier/Pit Bull",2,"M",FALSE,"Bronx",NA,TRUE,NA,"10458"
2015,2015-03-20,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10459",TRUE,TRUE,"10459"
2016,2015-02-27,"DOG","Mastiff, Bull",4,"F",TRUE,"Bronx","10463",FALSE,TRUE,"10463"
2017,2015-03-25,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10459"
2018,2015-03-24,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10458",TRUE,TRUE,"10458"
2019,2015-03-25,"DOG","Labrador Retriever",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10469"
2020,2015-03-26,"DOG","Rottweiler",10,"F",TRUE,"Bronx",NA,FALSE,NA,"10459"
2021,2015-03-29,"DOG","Mixed/Other",NA,"U",FALSE,"Bronx","10461",FALSE,TRUE,"10461"
2022,2015-03-26,"DOG","Pit Bull",4,"F",FALSE,"Bronx",NA,TRUE,NA,"10453"
2023,2015-03-30,"DOG","Bull Dog, French",4,"F",TRUE,"Bronx","10465",FALSE,TRUE,"10465"
2024,2015-03-31,"DOG","Lhasa Apso",4,"F",TRUE,"Bronx","10461",FALSE,TRUE,"10461"
2026,2015-03-31,"DOG","Pit Bull",9,"F",FALSE,"Bronx","10451",TRUE,TRUE,"10451"
2027,2015-03-28,"DOG","Shih Tzu",NA,"F",FALSE,"Bronx","10467",FALSE,TRUE,"10467"
2028,2015-04-01,"DOG","Pekingese",NA,"U",FALSE,"Bronx","10465",FALSE,TRUE,"10465"
2029,2015-04-02,"DOG","Shih Tzu",NA,"U",FALSE,"Bronx","10456",FALSE,TRUE,"10456"
2030,2015-04-02,"DOG","MINI PINSCHER/ CHIHUAHUA",2,"M",FALSE,"Bronx","10472",FALSE,TRUE,"10472"
2031,2015-02-22,"DOG","Chihuahua",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10475"
2032,2015-04-01,"DOG","CHIHUAHUA MIX",8,"M",TRUE,"Bronx","10466",FALSE,TRUE,"10466"
2033,2015-04-05,"DOG","Yorkshire Terrier",5,"F",TRUE,"Bronx","10472",FALSE,TRUE,"10472"
2034,2015-04-04,"DOG","Australian Shepherd",5,"M",TRUE,"Bronx","10463",FALSE,TRUE,"10463"
2035,2015-04-06,"DOG","Cocker Spaniel",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10471"
2036,2015-04-06,"DOG","Bull dog",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10463"
2037,2015-04-07,"DOG","Chihuahua",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10456"
2038,2015-04-07,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10453"
2039,2015-04-10,"DOG","American Pit Bull Terrier/Pit Bull",5,"M",FALSE,"Bronx","10455",TRUE,TRUE,"10455"
2040,2015-04-09,"DOG","Chihuahua",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10455"
2041,2015-04-09,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10465",TRUE,TRUE,"10465"
2042,2015-04-13,"DOG","Pit Bull",2,"M",FALSE,"Bronx","10460",TRUE,TRUE,"10460"
2043,2015-04-11,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10475",TRUE,TRUE,"10475"
2044,2015-04-13,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10466"
2045,2015-04-12,"DOG","Shih Tzu",2,"M",FALSE,"Bronx","10467",FALSE,TRUE,"10467"
2046,2015-04-15,"DOG","Weimaraner",NA,"U",FALSE,"Bronx","10472",FALSE,TRUE,"10472"
2047,2015-04-16,"DOG","Shih Tzu",1,"M",TRUE,"Bronx","10454",FALSE,TRUE,"10454"
2048,2015-04-14,"DOG","Yorkshire Terrier Crossbreed",6,"M",TRUE,"Bronx",NA,FALSE,NA,"10459"
2049,2015-04-19,"DOG","Chihuahua",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10465"
2050,2015-04-18,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10452"
2051,2015-04-18,"DOG","Pointer",10,"M",TRUE,"Bronx","10458",FALSE,TRUE,"10458"
2052,2015-04-22,"DOG","Shih Tzu",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10456"
2053,2015-04-12,"DOG","Jack Russ",1,"M",FALSE,"Bronx",NA,FALSE,NA,"10472"
2054,2015-04-22,"DOG","Pit Bull",1,"M",TRUE,"Bronx","10453",TRUE,TRUE,"10453"
2055,2015-04-23,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10464",TRUE,TRUE,"10464"
2056,2015-04-22,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10457",TRUE,TRUE,"10457"
2057,2015-04-26,"DOG","Pit Bull",1,"F",FALSE,"Bronx","10451",TRUE,TRUE,"10451"
2058,2015-04-26,"DOG","Bichon Frise",14,"M",FALSE,"Bronx","10458",FALSE,TRUE,"10458"
2059,2014-11-08,"DOG","Rottweiler",1,"M",TRUE,"Bronx","10462",FALSE,TRUE,"10462"
2060,2014-11-08,"DOG","Rottweiler",1,"M",TRUE,"Bronx","10462",FALSE,TRUE,"10462"
2061,2015-04-26,"DOG","Chihuahua",6,"M",FALSE,"Bronx","10456",FALSE,TRUE,"10456"
2062,2015-04-28,"DOG","Pit Bull",5,"M",FALSE,"Bronx","10473",TRUE,TRUE,"10473"
2063,2015-04-29,"DOG","Pit Bull",5,"M",FALSE,"Bronx","10473",TRUE,TRUE,"10473"
2064,2015-04-23,"DOG","Mixed/Other",NA,"U",FALSE,"Bronx","10474",FALSE,TRUE,"10474"
2065,2015-05-01,"DOG","Pit Bull",8,"M",FALSE,"Bronx","10456",TRUE,TRUE,"10456"
2066,2015-04-28,"DOG","Chihuahua",12,"F",FALSE,"Bronx","10474",FALSE,TRUE,"10474"
2067,2015-04-30,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10458"
2068,2015-04-23,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10460"
2069,2015-05-04,"DOG","American Pit Bull Terrier/Pit Bull",1,"M",FALSE,"Bronx",NA,TRUE,NA,"10461"
2070,2015-05-04,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10453",TRUE,TRUE,"10453"
2071,2015-05-03,"DOG","SHIH TZU/ PEKINGESE",NA,"F",FALSE,"Bronx","10451",FALSE,TRUE,"10451"
2072,2015-05-01,"DOG","Pekingese",NA,"U",FALSE,"Bronx","10473",FALSE,TRUE,"10473"
2073,2015-05-05,"DOG","Mixed/Other",0.6,"F",FALSE,"Bronx",NA,FALSE,NA,"10452"
2074,2015-05-11,"DOG","Pit Bull",10,"M",FALSE,"Bronx","10465",TRUE,TRUE,"10465"
2075,2015-05-05,"DOG","Chihuahua",1,"M",FALSE,"Bronx",NA,FALSE,NA,"10457"
2076,2015-05-12,"DOG","Yorkshire Terrier",NA,"M",FALSE,"Bronx",NA,FALSE,NA,"10460"
2077,2015-05-09,"DOG","Pekingese",4,"M",FALSE,"Bronx","10468",FALSE,TRUE,"10468"
2078,2015-05-12,"DOG","Siberian Husky",NA,"U",FALSE,"Bronx","10466",FALSE,TRUE,"10466"
2079,2015-05-08,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10465"
2080,2015-05-12,"DOG","Saint Bernard",4,"M",TRUE,"Bronx","10465",FALSE,TRUE,"10465"
2081,2015-05-13,"DOG","Chihuahua",2,"F",TRUE,"Bronx","10473",FALSE,TRUE,"10473"
2082,2015-05-02,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10457"
2083,2015-05-07,"DOG","Shih Tzu",1,"F",FALSE,"Bronx",NA,FALSE,NA,"10460"
2084,2015-05-13,"DOG","Pit Bull",2,"F",FALSE,"Bronx","10457",TRUE,TRUE,"10457"
2085,2015-05-15,"DOG","Doberman Pinscher",NA,"M",FALSE,"Bronx","10457",FALSE,TRUE,"10457"
2086,2015-05-19,"DOG","Pit Bull",5,"M",FALSE,"Bronx","10462",TRUE,TRUE,"10462"
2087,2015-05-16,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10458",TRUE,TRUE,"10458"
2088,2015-05-15,"DOG","Labrador Retriever",5,"M",TRUE,"Bronx","10464",FALSE,TRUE,"10464"
2089,2015-04-27,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Bronx","10453",TRUE,TRUE,"10453"
2090,2015-05-19,"DOG","BORDER COLLIE & AUSTRALIAN BLUE HEELER",1,"M",FALSE,"Bronx","10465",FALSE,TRUE,"10465"
2091,2015-05-20,"DOG","Chihuahua Crossbreed",1,"M",FALSE,"Bronx",NA,FALSE,NA,"10462"
2092,2015-05-24,"DOG","Shih Tzu",1,"F",FALSE,"Bronx",NA,FALSE,NA,"10465"
2093,2015-05-24,"DOG","RED NOSE PIT",2,"M",TRUE,"Bronx","10458",FALSE,TRUE,"10458"
2094,2015-05-24,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10453",TRUE,TRUE,"10453"
2095,2015-05-21,"DOG","Mixed/Other",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10454"
2096,2015-05-25,"DOG","American Pit Bull Terrier/Pit Bull",1,"F",TRUE,"Bronx","10458",TRUE,TRUE,"10458"
2097,2015-05-27,"DOG","Pit Bull",1,"F",TRUE,"Bronx","10465",TRUE,TRUE,"10465"
2098,2015-05-26,"DOG","Chihuahua",NA,"U",FALSE,"Bronx","10472",FALSE,TRUE,"10472"
2099,2015-05-27,"DOG","Pit Bull",NA,"U",FALSE,"Bronx","10470",TRUE,TRUE,"10470"
2100,2015-05-24,"DOG","Pekingese",8,"F",TRUE,"Bronx",NA,FALSE,NA,"10472"
2101,2015-05-25,"DOG","STAFFORDSHIRE TERRIER",3,"M",FALSE,"Bronx","10460",FALSE,TRUE,"10460"
2102,2015-05-27,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10466"
2103,2015-05-25,"DOG","Pit Bull",NA,"U",FALSE,"Bronx",NA,TRUE,NA,"10461"
2104,2015-05-22,"DOG","American Pit Bull Mix / Pit Bull Mix",4,"F",TRUE,"Bronx","10463",TRUE,TRUE,"10463"
2105,2015-05-29,"DOG","German Shepherd",NA,"U",FALSE,"Bronx","10460",FALSE,TRUE,"10460"
2106,2015-05-28,"DOG","Cocker Spaniel",NA,"U",FALSE,"Bronx",NA,FALSE,NA,"10472"
