"unique_id","date_of_bite","species","breed","age","gender","spay_neuter","borough","zip_code","pit_bull","zip_match","zip_code_imputed"
4657,2017-01-25,"DOG","German Shepherd",4,"F",FALSE,"Manhattan","10034",FALSE,TRUE,"10034"
4658,2017-01-25,"DOG","Shih Tzu",6,"M",TRUE,"Manhattan",NA,FALSE,NA,"10011"
4659,2017-01-25,"DOG","Pit Bull",4,"M",FALSE,"Manhattan","10029",TRUE,TRUE,"10029"
4660,2017-01-25,"DOG","Mixed/Other",1,"F",TRUE,"Manhattan","10012",FALSE,TRUE,"10012"
4661,2017-01-24,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan","10024",FALSE,TRUE,"10024"
4662,2017-01-07,"DOG","Pit Bull",5,"M",TRUE,"Manhattan","10011",TRUE,TRUE,"10011"
4663,2017-01-26,"DOG","Beagle",2,"M",TRUE,"Manhattan","10016",FALSE,TRUE,"10016"
4664,2017-01-28,"DOG","Yorkshire Terrier",NA,"F",FALSE,"Manhattan","10003",FALSE,TRUE,"10003"
4665,2017-01-28,"DOG","American Pit Bull Mix / Pit Bull Mix",1,"M",FALSE,"Manhattan","10030",TRUE,TRUE,"10030"
4666,2017-01-29,"DOG","Labrador Retriever",4.5,"F",TRUE,"Manhattan","10028",FALSE,TRUE,"10028"
4667,2017-01-28,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10002"
4668,2017-01-30,"DOG","SHEPHERD",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10029"
4669,2017-01-31,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan","10026",FALSE,TRUE,"10026"
4670,2017-01-31,"DOG","Great Dane",7,"M",TRUE,"Manhattan","10065",FALSE,TRUE,"10065"
4671,2017-01-31,"DOG","Boxer",1,"M",TRUE,"Manhattan",NA,FALSE,NA,"10025"
4672,2017-02-03,"DOG","HUSKY",NA,"U",FALSE,"Manhattan","10022",FALSE,TRUE,"10022"
4673,2017-02-06,"DOG","BOXER / PIT BULL MIX",6,"F",TRUE,"Manhattan","10009",TRUE,TRUE,"10009"
4674,2017-02-04,"DOG","Siberian Husky",9,"M",TRUE,"Manhattan","10029",FALSE,TRUE,"10029"
4675,2017-01-25,"DOG","Tibetan Terrier",13,"M",TRUE,"Manhattan","10065",FALSE,TRUE,"10065"
4676,2017-02-02,"DOG","Bull dog",5,"M",FALSE,"Manhattan","10002",FALSE,TRUE,"10002"
4677,2017-02-04,"DOG","Cavalier King Charles Spaniel",10,"M",TRUE,"Manhattan",NA,FALSE,NA,"10128"
4678,2017-02-05,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10032",TRUE,TRUE,"10032"
4679,2017-02-09,"DOG","Staffordshire Bull Terrier",1,"M",FALSE,"Manhattan","10039",FALSE,TRUE,"10039"
4680,2017-02-08,"DOG","Labrador Retriever",6,"M",FALSE,"Manhattan","10075",FALSE,TRUE,"10075"
4681,2017-02-12,"DOG","Bull dog",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10032"
4682,2017-02-12,"DOG","LHASA APSO MIX",5,"M",FALSE,"Manhattan","10029",FALSE,TRUE,"10029"
4683,2017-02-13,"DOG","SCOTT TERRIER/SCHNAUZER X",3,"M",FALSE,"Manhattan","10029",FALSE,TRUE,"10029"
4684,2017-02-13,"DOG","TERRIER MIX",12,"M",TRUE,"Manhattan","10003",FALSE,TRUE,"10003"
4685,2017-02-11,"DOG","AUSTRALIAN CATTLE DOG",3,"M",FALSE,"Manhattan","10024",FALSE,TRUE,"10024"
4686,2017-02-12,"DOG","Bull Terrier",2,"M",TRUE,"Manhattan","10010",FALSE,TRUE,"10010"
4687,2017-02-14,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10003",TRUE,TRUE,"10003"
4688,2017-02-17,"DOG","SHIH TZU MIX",NA,"M",FALSE,"Manhattan","10029",FALSE,TRUE,"10029"
4689,2017-02-20,"DOG","STAFFORDSHIRE MIX",2,"M",FALSE,"Manhattan",NA,FALSE,NA,"10016"
4690,2017-02-18,"DOG","Chihuahua Crossbreed",8,"F",TRUE,"Manhattan",NA,FALSE,NA,"10029"
4691,2017-02-21,"DOG","American Pit Bull Mix / Pit Bull Mix",4,"M",FALSE,"Manhattan",NA,TRUE,NA,"10029"
4692,2017-02-16,"DOG","Bichon Frise",6,"F",TRUE,"Manhattan","10024",FALSE,TRUE,"10024"
4693,2017-02-18,"DOG","Pomeranian",NA,"U",FALSE,"Manhattan","10026",FALSE,TRUE,"10026"
4694,2017-02-23,"DOG","American Pit Bull Terrier/Pit Bull",10,"M",FALSE,"Manhattan","10029",TRUE,TRUE,"10029"
4695,2017-02-23,"DOG","Chihuahua",4,"F",TRUE,"Manhattan","10013",FALSE,TRUE,"10013"
4696,2017-02-27,"DOG","Pekingese",8,"M",TRUE,"Manhattan","10012",FALSE,TRUE,"10012"
4697,2017-02-25,"DOG","Dachshund Smooth Coat",NA,"U",FALSE,"Manhattan","10012",FALSE,TRUE,"10012"
4698,2017-02-26,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10002",TRUE,TRUE,"10002"
4699,2017-02-28,"DOG","Pit Bull",5,"M",TRUE,"Manhattan","10002",TRUE,TRUE,"10002"
4700,2017-02-27,"DOG","Golden Retriever",NA,"U",FALSE,"Manhattan","10013",FALSE,TRUE,"10013"
4701,2017-02-23,"DOG","Pit Bull",4,"M",TRUE,"Manhattan","10025",TRUE,TRUE,"10025"
4702,2017-03-01,"DOG","RETRIEVER",NA,"U",FALSE,"Manhattan","10014",FALSE,TRUE,"10014"
4703,2017-02-25,"DOG","Golden Retriever",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10028"
4704,2017-03-04,"DOG","Pit Bull",2,"M",FALSE,"Manhattan","10029",TRUE,TRUE,"10029"
4705,2017-03-04,"DOG","Golden Retriever",8,"M",FALSE,"Manhattan","10019",FALSE,TRUE,"10019"
4706,2017-03-03,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10039",TRUE,TRUE,"10039"
4707,2017-03-06,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10031",TRUE,TRUE,"10031"
4708,2017-03-03,"DOG","FRENCH BULL DOG",3,"M",FALSE,"Manhattan",NA,FALSE,NA,"10012"
4709,2017-03-03,"DOG","COLLIE/LABRADOE",3,"M",TRUE,"Manhattan","10005",FALSE,TRUE,"10005"
4710,2017-03-01,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE,NA,"10128"
4711,2017-03-02,"DOG","BRIARD",1,"M",FALSE,"Manhattan","10024",FALSE,TRUE,"10024"
4712,2017-03-06,"DOG","SPANIEL MIX",5,"F",FALSE,"Manhattan","10026",FALSE,TRUE,"10026"
4713,2017-03-05,"DOG","Beagle",11,"M",TRUE,"Manhattan","10028",FALSE,TRUE,"10028"
4714,2017-03-02,"DOG","Jack Russ",1,"M",FALSE,"Manhattan",NA,FALSE,NA,"10019"
4715,2017-03-08,"DOG","German Shepherd",6,"M",FALSE,"Manhattan",NA,FALSE,NA,"10025"
4716,2017-03-12,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10033",TRUE,TRUE,"10033"
4717,2017-03-12,"DOG","Pit Bull",8,"M",TRUE,"Manhattan","10030",TRUE,TRUE,"10030"
4718,2017-03-10,"DOG","COLLIE MIX",10,"F",TRUE,"Manhattan","10023",FALSE,TRUE,"10023"
4719,2017-02-24,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10024",TRUE,TRUE,"10024"
4720,2017-03-10,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10027"
4721,2017-03-10,"DOG","American Pit Bull Terrier/Pit Bull",6,"F",FALSE,"Manhattan",NA,TRUE,NA,"10016"
4722,2017-03-16,"DOG","Bull dog",NA,"U",FALSE,"Manhattan","10075",FALSE,TRUE,"10075"
4723,2017-03-16,"DOG","American Staffordshire Terrier",5,"F",TRUE,"Manhattan","10009",FALSE,TRUE,"10009"
4724,2017-03-18,"DOG","Havanese",1,"M",TRUE,"Manhattan",NA,FALSE,NA,"10030"
4725,2017-03-19,"DOG","Bull dog",8,"M",TRUE,"Manhattan","10033",FALSE,TRUE,"10033"
4726,2017-03-18,"DOG","Poodle, Standard",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10040"
4727,2017-03-19,"DOG","Boxer",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10025"
4728,2017-03-18,"DOG","Chihuahua",2,"F",FALSE,"Manhattan","10033",FALSE,TRUE,"10033"
4729,2017-03-21,"DOG","American Pit Bull Mix / Pit Bull Mix",2,"F",TRUE,"Manhattan","10025",TRUE,TRUE,"10025"
4730,2017-03-12,"DOG","Pit Bull",1,"M",TRUE,"Manhattan","10128",TRUE,TRUE,"10128"
4731,2017-03-19,"DOG","Dachshund, Long Haired Miniature",4,"M",TRUE,"Manhattan",NA,FALSE,NA,"10024"
4732,2017-03-22,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan","10035",FALSE,TRUE,"10035"
4733,2017-03-22,"DOG","Yorkshire Terrier",13,"M",TRUE,"Manhattan","10065",FALSE,TRUE,"10065"
4734,2017-03-12,"DOG","American Staffordshire Terrier",4,"M",FALSE,"Manhattan","10027",FALSE,TRUE,"10027"
4735,2017-03-25,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan","10033",FALSE,TRUE,"10033"
4736,2017-03-24,"DOG","SHIH TZU MIX",6,"M",TRUE,"Manhattan","10024",FALSE,TRUE,"10024"
4737,2017-03-25,"DOG","Collie Crossbreed",NA,"U",FALSE,"Manhattan","10019",FALSE,TRUE,"10019"
4738,2017-03-25,"DOG","Chihuahua",10,"M",FALSE,"Manhattan","10028",FALSE,TRUE,"10028"
4739,2017-03-27,"DOG","Shih Tzu",NA,"U",FALSE,"Manhattan","10013",FALSE,TRUE,"10013"
4740,2017-03-23,"DOG","Possibly Pitbull mix",NA,"U",FALSE,"Manhattan","10026",TRUE,TRUE,"10026"
4741,2017-03-31,"DOG","Labrador Retriever Crossbreed",3,"F",FALSE,"Manhattan","10023",FALSE,TRUE,"10023"
4742,2017-03-31,"DOG","Beagle",NA,"U",FALSE,"Manhattan","10065",FALSE,TRUE,"10065"
4743,2017-04-02,"DOG","Pit Bull",3,"M",TRUE,"Manhattan","10025",TRUE,TRUE,"10025"
4744,2017-03-30,"DOG","Poodle, Miniature",5,"M",TRUE,"Manhattan",NA,FALSE,NA,"10023"
4745,2017-04-02,"DOG","BOXER MIX",1,"F",TRUE,"Manhattan",NA,FALSE,NA,"10019"
4746,2017-04-06,"DOG","ENGLIH BULLDOG",8,"F",TRUE,"Manhattan","10013",FALSE,TRUE,"10013"
4747,2017-04-03,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10032"
4748,2017-03-22,"DOG","TERRIER MIX",NA,"U",FALSE,"Manhattan","10012",FALSE,TRUE,"10012"
4749,2017-04-06,"DOG","American Staffordshire Terrier",2,"M",FALSE,"Manhattan","10037",FALSE,TRUE,"10037"
4750,2017-03-31,"DOG","American Staffordshire Terrier",1,"M",TRUE,"Manhattan","10029",FALSE,TRUE,"10029"
4751,2017-04-05,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10025",TRUE,TRUE,"10025"
4752,2017-04-04,"DOG","SHEPERD",NA,"U",FALSE,"Manhattan","10036",FALSE,TRUE,"10036"
4753,2017-03-06,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10006",TRUE,TRUE,"10006"
4754,2017-04-06,"DOG","Collie, Smooth Coat",NA,"U",FALSE,"Manhattan","10019",FALSE,TRUE,"10019"
4755,2017-04-09,"DOG","Mixed/Other",1,"U",FALSE,"Manhattan","10029",FALSE,TRUE,"10029"
4756,2017-04-04,"DOG","Tibetan Terrier",8,"M",TRUE,"Manhattan","10039",FALSE,TRUE,"10039"
4757,2016-12-16,"DOG","Belgian Malinois",7,"M",FALSE,"Manhattan","10001",FALSE,TRUE,"10001"
4758,2017-04-09,"DOG","JACK RUSSELL TERRIER MIX",1,"M",TRUE,"Manhattan","10035",FALSE,TRUE,"10035"
4759,2017-04-08,"DOG","Collie, Smooth Coat",NA,"U",FALSE,"Manhattan","10019",FALSE,TRUE,"10019"
4760,2017-04-11,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10002",TRUE,TRUE,"10002"
4761,2017-04-10,"DOG","POODLE X",NA,"U",FALSE,"Manhattan","10027",FALSE,TRUE,"10027"
4762,2017-03-30,"DOG","Pit Bull",NA,"F",FALSE,"Manhattan","10029",TRUE,TRUE,"10029"
4763,2017-04-12,"DOG","MORKIE",1,"M",TRUE,"Manhattan","10027",FALSE,TRUE,"10027"
4764,2017-04-11,"DOG","PIT BULL / LABRADOR MIX",4,"F",TRUE,"Manhattan","10035",TRUE,TRUE,"10035"
4765,2017-04-07,"DOG","Bull Dog, French",10,"M",TRUE,"Manhattan","10024",FALSE,TRUE,"10024"
4766,2017-04-15,"DOG","MALTESE / SHIH TZU MIX",5,"M",TRUE,"Manhattan","10034",FALSE,TRUE,"10034"
4767,2017-04-16,"DOG","Shih Tzu",8,"F",TRUE,"Manhattan","10128",FALSE,TRUE,"10128"
4768,2017-04-14,"DOG","Shiba Inu",13,"M",TRUE,"Manhattan","10016",FALSE,TRUE,"10016"
4769,2017-04-14,"DOG","Poodle, Standard",1900,"M",TRUE,"Manhattan","10019",FALSE,TRUE,"10019"
4770,2017-04-15,"DOG","Lhasa Apso",NA,"U",FALSE,"Manhattan","10019",FALSE,TRUE,"10019"
4771,2017-04-15,"DOG","Doberman Pinscher",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10044"
4772,2017-04-18,"DOG","Mixed/Other",2018,"M",TRUE,"Manhattan","10031",FALSE,TRUE,"10031"
4773,2017-04-13,"DOG","BRUSSELS GRIFFON/ SHIH TZU",7,"M",TRUE,"Manhattan","10017",FALSE,TRUE,"10017"
4774,2017-04-15,"DOG","MIXED BREED",4,"M",TRUE,"Manhattan","10025",FALSE,TRUE,"10025"
4775,2017-04-18,"DOG","Chihuahua",6,"M",TRUE,"Manhattan",NA,FALSE,NA,"10039"
4776,2017-04-20,"DOG","Pit Bull",3,"M",TRUE,"Manhattan","10011",TRUE,TRUE,"10011"
4777,2017-04-17,"DOG","Shih Tzu",3,"M",FALSE,"Manhattan","10128",FALSE,TRUE,"10128"
4778,2017-04-20,"DOG","Bull dog",5,"M",TRUE,"Manhattan",NA,FALSE,NA,"10024"
4779,2017-04-20,"DOG","STAFFORDSHIRE MIX",1,"M",TRUE,"Manhattan","10031",FALSE,TRUE,"10031"
4780,2017-04-21,"DOG","American Pit Bull Terrier/Pit Bull",6,"M",FALSE,"Manhattan","10029",TRUE,TRUE,"10029"
4781,2017-04-21,"DOG","American Pit Bull Mix / Pit Bull Mix",NA,"U",FALSE,"Manhattan","10029",TRUE,TRUE,"10029"
4782,2017-04-20,"DOG","Pit Bull",10,"F",TRUE,"Manhattan","10029",TRUE,TRUE,"10029"
4783,2017-04-23,"DOG","CHIHUAHUA/ DACHSCHUND MIX",2,"M",TRUE,"Manhattan","10019",FALSE,TRUE,"10019"
4784,2017-04-22,"DOG","Pit Bull",2,"M",FALSE,"Manhattan",NA,TRUE,NA,"10029"
4785,2017-04-23,"DOG","Labrador Retriever",5,"F",FALSE,"Manhattan","10024",FALSE,TRUE,"10024"
4786,2017-04-25,"DOG","Rottweiler",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10029"
4787,2017-04-24,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE,NA,"10065"
4788,2017-02-28,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan","10001",FALSE,TRUE,"10001"
4789,2017-04-21,"DOG","American Pit Bull Terrier/Pit Bull",6,"M",FALSE,"Manhattan","10029",TRUE,TRUE,"10029"
4790,2017-04-21,"DOG","PITBULL/LAB MIX",7,"F",FALSE,"Manhattan","10029",TRUE,TRUE,"10029"
4791,2017-04-26,"DOG","Schnauzer, Miniature",3,"M",TRUE,"Manhattan","10022",FALSE,TRUE,"10022"
4792,2017-04-26,"DOG","Bouvier Des Flandres",6,"M",FALSE,"Manhattan","10065",FALSE,TRUE,"10065"
4793,2017-04-29,"DOG","American Pit Bull Terrier/Pit Bull",3,"M",FALSE,"Manhattan","10029",TRUE,TRUE,"10029"
4794,2017-04-29,"DOG","Yorkshire Terrier",5,"F",FALSE,"Manhattan","10040",FALSE,TRUE,"10040"
4795,2017-04-30,"DOG","GOLDEN RETRIEVER/ LAB RETRIEVER",8,"M",TRUE,"Manhattan","10040",FALSE,TRUE,"10040"
4796,2017-04-30,"DOG","Brussels Griffon",NA,"M",FALSE,"Manhattan","10039",FALSE,TRUE,"10039"
4797,2017-04-29,"DOG","LABRADOR MIX",5,"M",TRUE,"Manhattan","10031",FALSE,TRUE,"10031"
4798,2017-05-01,"DOG","Chihuahua",9,"M",TRUE,"Manhattan","10013",FALSE,TRUE,"10013"
4799,2017-04-30,"DOG","RAT TERRIER",11,"F",FALSE,"Manhattan","10028",FALSE,TRUE,"10028"
4800,2017-05-01,"DOG","Pit Bull",NA,"F",FALSE,"Manhattan","10019",TRUE,TRUE,"10019"
4801,2017-05-02,"DOG","Yorkshire Terrier",NA,"U",FALSE,"Manhattan","10029",FALSE,TRUE,"10029"
4802,2017-04-30,"DOG","Golden Retriever",6,"M",TRUE,"Manhattan","10023",FALSE,TRUE,"10023"
4803,2017-04-29,"DOG","American Pit Bull Mix / Pit Bull Mix",5,"F",TRUE,"Manhattan","10029",TRUE,TRUE,"10029"
4804,2017-04-30,"DOG","American Pit Bull Mix / Pit Bull Mix",7,"F",TRUE,"Manhattan",NA,TRUE,NA,"10029"
4805,2017-04-27,"DOG","Chihuahua",5,"M",TRUE,"Manhattan","10065",FALSE,TRUE,"10065"
4806,2017-05-03,"DOG","Maltese",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10028"
4807,2017-05-04,"DOG","Shih Tzu",2,"F",FALSE,"Manhattan","10032",FALSE,TRUE,"10032"
4808,2017-05-04,"DOG","Beagle",6,"M",TRUE,"Manhattan","10031",FALSE,TRUE,"10031"
4809,2017-05-06,"DOG","Bull dog",NA,"U",FALSE,"Manhattan","10024",FALSE,TRUE,"10024"
4810,2017-05-06,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10032",TRUE,TRUE,"10032"
4811,2017-05-06,"DOG","Shih Tzu",NA,"U",FALSE,"Manhattan","10040",FALSE,TRUE,"10040"
4812,2017-05-06,"DOG","Shih Tzu",NA,"U",FALSE,"Manhattan","10040",FALSE,TRUE,"10040"
4813,2017-05-06,"DOG","Collie, Border",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10009"
4814,2017-04-28,"DOG","Chihuahua",2,"M",TRUE,"Manhattan","10065",FALSE,TRUE,"10065"
4815,2017-05-08,"DOG","MALTESE MIX",4,"F",TRUE,"Manhattan","10028",FALSE,TRUE,"10028"
4816,2017-05-06,"DOG","Labrador Retriever",1,"M",FALSE,"Manhattan","10128",FALSE,TRUE,"10128"
4817,2017-05-08,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10016"
4818,2017-05-06,"DOG","LHASA APSO / POODLE MIX",1900,"M",TRUE,"Manhattan","10027",FALSE,TRUE,"10027"
4819,2017-05-09,"DOG","Pug",NA,"U",FALSE,"Manhattan","10001",FALSE,TRUE,"10001"
4820,2017-05-10,"DOG","Pit Bull",1,"M",FALSE,"Manhattan","10128",TRUE,TRUE,"10128"
4821,2017-05-11,"DOG","American Pit Bull Mix / Pit Bull Mix",NA,"F",FALSE,"Manhattan",NA,TRUE,NA,"10029"
4822,2017-05-15,"DOG","DACHSHUND",7,"M",TRUE,"Manhattan","10065",FALSE,TRUE,"10065"
4823,2017-05-12,"DOG","Brittany Spaniel",11,"F",TRUE,"Manhattan","10065",FALSE,TRUE,"10065"
4824,2017-05-13,"DOG","Portuguese Water Dog",3,"M",TRUE,"Manhattan","10033",FALSE,TRUE,"10033"
4825,2017-05-12,"DOG","TERRIER MIX",6,"M",TRUE,"Manhattan","10019",FALSE,TRUE,"10019"
4826,2017-05-13,"DOG","Papillon",6,"M",TRUE,"Manhattan","10011",FALSE,TRUE,"10011"
4827,2017-05-05,"DOG","MIXED BREED",6,"M",TRUE,"Manhattan","10031",FALSE,TRUE,"10031"
4828,2017-05-17,"DOG","Chihuahua Crossbreed",2,"F",FALSE,"Manhattan","10018",FALSE,TRUE,"10018"
4829,2017-05-17,"DOG","Jack Russ",3,"F",TRUE,"Manhattan","10027",FALSE,TRUE,"10027"
4830,2017-05-18,"DOG","Golden Retriever",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10024"
4831,2017-05-05,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE,NA,"10027"
4832,2017-05-19,"DOG","Labrador Retriever",5,"M",TRUE,"Manhattan","10065",FALSE,TRUE,"10065"
4833,2017-05-11,"DOG","AFRICAN BOERBOEL",3,"M",FALSE,"Manhattan","10025",FALSE,TRUE,"10025"
4834,2017-05-17,"DOG","TERRIER",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10001"
4835,2017-05-11,"DOG","Mixed/Other",11,"M",FALSE,"Manhattan","10003",FALSE,TRUE,"10003"
4836,2017-05-19,"DOG","Boxer",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10003"
4837,2017-05-21,"DOG","Shih Tzu",NA,"U",FALSE,"Manhattan","10011",FALSE,TRUE,"10011"
4838,2017-05-22,"DOG","MIXED BREED",8,"F",TRUE,"Manhattan",NA,FALSE,NA,"10031"
4839,2017-05-19,"DOG","Labrador Retriever",4,"M",FALSE,"Manhattan","10039",FALSE,TRUE,"10039"
4840,2017-05-20,"DOG","Pug",12,"M",FALSE,"Manhattan","10128",FALSE,TRUE,"10128"
4841,2017-05-20,"DOG","Pit Bull",NA,"F",FALSE,"Manhattan",NA,TRUE,NA,"10021"
4842,2017-05-22,"DOG","Mixed/Other",8,"F",TRUE,"Manhattan","10024",FALSE,TRUE,"10024"
4843,2017-05-21,"DOG","UNKNOWN",NA,"U",FALSE,"Manhattan","10003",FALSE,TRUE,"10003"
4844,2017-05-23,"DOG","Jindo Dog,",10,"F",TRUE,"Manhattan","10023",FALSE,TRUE,"10023"
4845,2017-05-20,"DOG","MASTIFF",2,"F",FALSE,"Manhattan",NA,FALSE,NA,"10029"
4846,2017-05-23,"DOG","Pomeranian",10,"M",TRUE,"Manhattan",NA,FALSE,NA,"10022"
4847,2017-05-20,"DOG","American Pit Bull Mix / Pit Bull Mix",2,"M",FALSE,"Manhattan","10029",TRUE,TRUE,"10029"
4848,2017-05-21,"DOG","Pit Bull",9,"M",TRUE,"Manhattan","10040",TRUE,TRUE,"10040"
4849,2017-04-18,"DOG","Labradoodle",NA,"U",FALSE,"Manhattan","10065",FALSE,TRUE,"10065"
4850,2017-05-23,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10034",TRUE,TRUE,"10034"
4851,2017-05-23,"DOG","German Shepherd",NA,"U",FALSE,"Manhattan","10029",FALSE,TRUE,"10029"
4852,2017-05-20,"DOG","Great Dane",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10282"
4853,2017-05-22,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10024"
4854,2017-05-24,"DOG","TERRIER",3,"M",FALSE,"Manhattan","10031",FALSE,TRUE,"10031"
4855,2017-05-24,"DOG","PLOTT HOUND",4,"M",TRUE,"Manhattan","10016",FALSE,TRUE,"10016"
4856,2017-05-24,"DOG","Labrador Retriever",2,"F",FALSE,"Manhattan",NA,FALSE,NA,"10026"
4857,2017-05-24,"DOG","Chihuahua",4,"F",FALSE,"Manhattan","10029",FALSE,TRUE,"10029"
4858,2017-05-25,"DOG","Pit Bull",12,"F",FALSE,"Manhattan","10128",TRUE,TRUE,"10128"
4859,2017-05-27,"DOG","CATAHOULA TERRIER MIX",2,"F",TRUE,"Manhattan","10016",FALSE,TRUE,"10016"
4860,2017-05-27,"DOG","Dachshund Smooth Coat",NA,"U",FALSE,"Manhattan","10038",FALSE,TRUE,"10038"
4861,2017-06-01,"DOG","Bichon Frise",9,"M",TRUE,"Manhattan","11209",FALSE,TRUE,"11209"
4862,2017-05-30,"DOG","American Pit Bull Mix / Pit Bull Mix",3,"M",TRUE,"Manhattan","10029",TRUE,TRUE,"10029"
4863,2017-05-28,"DOG","STAFFORDSHIRE MIX",6,"M",TRUE,"Manhattan","10013",FALSE,TRUE,"10013"
4864,2017-05-27,"DOG","Shiba Inu",NA,"U",FALSE,"Manhattan","10014",FALSE,TRUE,"10014"
4865,2017-05-30,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10036"
4866,2017-06-02,"DOG","Bull dog",7,"M",TRUE,"Manhattan","10028",FALSE,TRUE,"10028"
4867,2017-06-01,"DOG","Clumber Spaniel",11,"M",TRUE,"Manhattan","10024",FALSE,TRUE,"10024"
4868,2017-05-24,"DOG","Jack Russ",NA,"U",FALSE,"Manhattan",NA,FALSE,NA,"10003"
4869,2017-05-24,"DOG","Jack Russ",NA,"U",FALSE,"Manhattan","10030",FALSE,TRUE,"10030"
4870,2017-06-03,"DOG","Pit Bull",2,"M",FALSE,"Manhattan","10002",TRUE,TRUE,"10002"
4871,2017-06-03,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10003",TRUE,TRUE,"10003"
4872,2017-06-02,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE,NA,"10019"
4873,2017-06-02,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10023",TRUE,TRUE,"10023"
4874,2017-06-06,"DOG","Bull dog",1,"M",TRUE,"Manhattan","10007",FALSE,TRUE,"10007"
4875,2017-06-07,"DOG","Australian Shepherd",6,"F",TRUE,"Manhattan",NA,FALSE,FALSE,"10009"
4876,2017-06-08,"DOG","TERRIER",NA,"U",FALSE,"Manhattan","10040",FALSE,TRUE,"10040"
4877,2017-06-08,"DOG","TERRIER MIX",3,"M",TRUE,"Manhattan","10011",FALSE,TRUE,"10011"
4878,2017-06-09,"DOG","Pit Bull",3,"U",TRUE,"Manhattan","10023",TRUE,TRUE,"10023"
4879,2017-06-09,"DOG","West High White Terrier",6,"M",TRUE,"Manhattan","10023",FALSE,TRUE,"10023"
4880,2017-06-12,"DOG","POMERANIAN MIX",9,"M",TRUE,"Manhattan","10032",FALSE,TRUE,"10032"
4881,2017-06-10,"DOG","CHIHUAHUA MIX",6,"F",TRUE,"Manhattan",NA,FALSE,NA,"10025"
4882,2017-06-02,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan","10009",FALSE,TRUE,"10009"
4883,2017-06-11,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Manhattan","10029",TRUE,TRUE,"10029"
4884,2017-06-06,"DOG","Shih Tzu",8,"M",TRUE,"Manhattan",NA,FALSE,NA,"10023"
4885,2017-06-10,"DOG","Weimaraner",3,"F",TRUE,"Manhattan",NA,FALSE,NA,"10040"
4886,2017-06-12,"DOG","Wheaton Terrier",3,"F",TRUE,"Manhattan","10128",FALSE,TRUE,"10128"
4887,2017-06-06,"DOG","Pit Bull",10,"M",TRUE,"Manhattan","10037",TRUE,TRUE,"10037"
4888,2017-06-11,"DOG","Wheaton Terrier",NA,"M",FALSE,"Manhattan","10028",FALSE,TRUE,"10028"
4889,2017-06-11,"DOG","Boston Terrier",5,"F",TRUE,"Manhattan","10028",FALSE,TRUE,"10028"
