"unique_id","date_of_bite","species","breed","age","gender","spay_neuter","borough","zip_code","pit_bull"
699,2016-01-17,"DOG","American Pit Bull Mix / Pit Bull Mix",11,"M",FALSE,"Brooklyn","BROOKLYN",TRUE
700,2016-02-24,"DOG","American Pit Bull Terrier/Pit Bull",5,"F",TRUE,"Brooklyn","11208",TRUE
701,2016-03-06,"DOG","Shih Tzu",NA,"U",FALSE,"Brooklyn",NA,FALSE
702,2016-03-04,"DOG","RAT TERRIER",4,"M",TRUE,"Brooklyn","11226",FALSE
703,2016-03-05,"DOG","American Pit Bull Terrier/Pit Bull",8,"M",FALSE,"Brooklyn","11233",TRUE
704,2016-02-21,"DOG","AMER STAFF/LAB X",6,"M",FALSE,"Brooklyn","11225",FALSE
705,2016-03-09,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11220",TRUE
706,2016-03-06,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11224",TRUE
707,2016-03-11,"DOG","JACK RUSSELL/CHIHUAHUA X",5,"M",FALSE,"Brooklyn","11208",FALSE
708,2016-03-13,"DOG","Pug",7,"M",TRUE,"Brooklyn","11202",FALSE
709,2016-03-10,"DOG","Shiba Inu",1,"F",FALSE,"Brooklyn","11209",FALSE
710,2016-03-10,"DOG","Pit Bull",5,"M",FALSE,"Brooklyn","11231",TRUE
711,2016-03-12,"DOG","Shiba Inu",2,"F",TRUE,"Brooklyn","11230",FALSE
712,2016-03-15,"DOG","Labrador Retriever Crossbreed",7,"M",TRUE,"Brooklyn","11234",FALSE
713,2016-03-12,"DOG","American Pit Bull Mix / Pit Bull Mix",11,"M",TRUE,"Brooklyn","11215",TRUE
714,2016-03-16,"DOG","POODLE",13,"F",FALSE,"Brooklyn","11234",FALSE
715,2016-03-17,"DOG","German Shepherd Crossbreed",9,"M",TRUE,"Brooklyn","11207",FALSE
716,2016-03-10,"DOG","Pit Bull",1,"M",TRUE,"Brooklyn","11209",TRUE
717,2016-03-18,"DOG","SHEPHERD MIX",9,"M",FALSE,"Brooklyn","11229",FALSE
718,2016-03-19,"DOG","American Pit Bull Terrier/Pit Bull",7,"M",FALSE,"Brooklyn","11203",TRUE
719,2016-03-18,"DOG","MIXED",NA,"U",FALSE,"Brooklyn",NA,FALSE
720,2016-03-19,"DOG","Bull Dog, English",2,"M",FALSE,"Brooklyn","11203",FALSE
721,2016-03-14,"DOG","American Pit Bull Mix / Pit Bull Mix",8,"M",TRUE,"Brooklyn","11235",TRUE
722,2016-03-23,"DOG","Bull Dog, French",7,"F",FALSE,"Brooklyn","11249",FALSE
723,2016-03-25,"DOG","JACK RUSS TERR X- CHIHUAHUA",5,"M",FALSE,"Brooklyn","11208",FALSE
724,2016-03-30,"DOG","DOGO ARGENTINO X",3,"M",FALSE,"Brooklyn","11223",FALSE
725,2016-03-28,"DOG","Cairn Terrier",1,"M",TRUE,"Brooklyn",NA,FALSE
726,2016-03-30,"DOG","Boxer",9,"M",TRUE,"Brooklyn","11210",FALSE
727,2016-03-26,"DOG","Schnauzer, Standard",4,"M",FALSE,"Brooklyn","11217",FALSE
728,2016-04-01,"DOG","American Pit Bull Terrier/Pit Bull",5,"M",FALSE,"Brooklyn","11208",TRUE
729,2016-04-01,"DOG","TERRIER/ROTTWEILER X",6,"M",FALSE,"Brooklyn","11235",FALSE
730,2016-04-02,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn",NA,TRUE
731,2016-04-02,"DOG","Chihuahua",NA,"U",FALSE,"Brooklyn",NA,FALSE
732,2016-03-31,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn",NA,TRUE
733,2016-04-03,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn",NA,TRUE
734,2016-04-05,"DOG","American Pit Bull Mix / Pit Bull Mix",4,"M",FALSE,"Brooklyn","11223",TRUE
735,2016-04-04,"DOG","Golden Retriever",NA,"U",FALSE,"Brooklyn","11222",FALSE
736,2016-04-06,"DOG","American Pit Bull Terrier/Pit Bull",3,"M",FALSE,"Brooklyn","11212",TRUE
737,2016-04-07,"DOG","American Pit Bull Mix / Pit Bull Mix",3,"M",FALSE,"Brooklyn","11221",TRUE
738,2016-04-07,"DOG","American Pit Bull Mix / Pit Bull Mix",3,"M",FALSE,"Brooklyn","11221",TRUE
739,2016-04-05,"DOG","MIXED",NA,"U",FALSE,"Brooklyn","11229",FALSE
740,2016-04-08,"DOG","Pit Bull",7,"M",FALSE,"Brooklyn","11214",TRUE
741,2016-04-07,"DOG","Pit Bull",1,"U",FALSE,"Brooklyn","11223",TRUE
742,2016-04-07,"DOG","Dachshund Smooth Coat Miniature",7,"M",FALSE,"Brooklyn","11220",FALSE
743,2016-04-07,"DOG","STAFFORDSHIRE TERRIER/PITBULL MIX",1,"F",TRUE,"Brooklyn","11221",TRUE
744,2016-04-08,"DOG","Dalmatian",NA,"U",FALSE,"Brooklyn","11208",FALSE
745,2016-04-02,"DOG","Chihuahua",NA,"U",FALSE,"Brooklyn","11234",FALSE
746,2016-04-09,"DOG","Chihuahua",NA,"U",FALSE,"Brooklyn","11206",FALSE
747,2016-04-09,"DOG","MASTIFF",NA,"U",FALSE,"Brooklyn","11238",FALSE
748,2016-04-11,"DOG","American Pit Bull Mix / Pit Bull Mix",3,"M",TRUE,"Brooklyn","11210",TRUE
749,2016-04-04,"DOG","MALTESE X",3,"M",FALSE,"Brooklyn","11235",FALSE
750,2016-04-12,"DOG","American Pit Bull Terrier/Pit Bull",NA,"M",FALSE,"Brooklyn","11206",TRUE
751,2016-04-10,"DOG","CORGI",2,"M",FALSE,"Brooklyn","11232",FALSE
752,2016-03-09,"DOG","Chihuahua",2,"M",FALSE,"Brooklyn","11237",FALSE
753,2016-04-14,"DOG","Pekingese",3,"M",TRUE,"Brooklyn","11238",FALSE
754,2016-04-16,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11207",TRUE
755,2016-04-14,"DOG","Pharoh hound",2,"M",TRUE,"Brooklyn","11209",FALSE
756,2016-04-17,"DOG","Labrador Retriever Crossbreed",3,"F",TRUE,"Brooklyn","11201",FALSE
757,2016-04-18,"DOG","Rhodesian Ridgeback",8,"M",TRUE,"Brooklyn","11225",FALSE
758,2016-04-14,"DOG","Pit Bull",10,"F",TRUE,"Brooklyn","11209",TRUE
759,2016-04-17,"DOG","Labrador Retriever",NA,"U",FALSE,"Brooklyn","11214",FALSE
760,2016-04-15,"DOG","LHASA APSO/MALTESE",5,"M",TRUE,"Brooklyn","11208",FALSE
761,2016-04-19,"DOG","American Pit Bull Terrier/Pit Bull",3,"M",TRUE,"Brooklyn","11216",TRUE
762,2016-04-19,"DOG","Beagle",6,"M",TRUE,"Brooklyn","11238",FALSE
763,2016-04-19,"DOG","PITBULL/ROTTWEILER",NA,"U",FALSE,"Brooklyn",NA,TRUE
764,2016-04-20,"DOG","Pit Bull",7,"M",TRUE,"Brooklyn","11237",TRUE
765,2016-04-21,"DOG","Pit Bull",3,"M",FALSE,"Brooklyn","11221",TRUE
766,2016-04-19,"DOG","Collie, Border",7,"F",TRUE,"Brooklyn","11249",FALSE
767,2016-04-23,"DOG","Maltese",6,"M",TRUE,"Brooklyn","11249",FALSE
768,2016-04-17,"DOG","Beagle Crossbreed",5,"M",TRUE,"Brooklyn","11204",FALSE
769,2016-04-19,"DOG","Pit Bull",7,"F",TRUE,"Brooklyn","11231",TRUE
770,2016-04-25,"DOG","BLUE NOSED PIT BULL",3,"F",FALSE,"Brooklyn","11233",TRUE
771,2016-04-29,"DOG","Yorkshire Terrier Crossbreed",1,"M",TRUE,"Brooklyn","11235",FALSE
772,2016-04-28,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn",NA,TRUE
773,2016-04-27,"DOG","American Pit Bull Terrier/Pit Bull",NA,"M",FALSE,"Brooklyn","11234",TRUE
774,2016-04-26,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11221",TRUE
775,2016-04-29,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11212",TRUE
776,2016-04-21,"DOG","SHEPARD X",4,"M",TRUE,"Brooklyn","11228",FALSE
777,2016-05-02,"DOG","Dalmatian",1,"M",TRUE,"Brooklyn","11221",FALSE
778,2016-05-02,"DOG","SHIH TZU X",NA,"U",FALSE,"Brooklyn","11206",FALSE
779,2016-04-29,"DOG","Mastiff, Tibetan",NA,"U",FALSE,"Brooklyn","11237",FALSE
780,2016-05-03,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11225",TRUE
781,2016-05-05,"DOG","American Pit Bull Mix / Pit Bull Mix",4,"F",FALSE,"Brooklyn","11236",TRUE
782,2016-04-22,"DOG","MIXED",2018,"M",FALSE,"Brooklyn","11207",FALSE
783,2016-05-03,"DOG","Cocker Spaniel",5,"M",TRUE,"Brooklyn","11229",FALSE
784,2016-04-21,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11207",TRUE
785,2016-04-12,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11236",TRUE
786,2016-04-27,"DOG","Staffordshire Bull Terrier",NA,"M",FALSE,"Brooklyn","11223",FALSE
787,2016-05-02,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11211",TRUE
788,2016-04-25,"DOG","Yorkshire Terrier",NA,"U",FALSE,"Brooklyn","11206",FALSE
789,2016-04-30,"DOG","Chihuahua",9,"M",TRUE,"Brooklyn","11230",FALSE
790,2016-05-09,"DOG","Pit Bull",1900,"M",TRUE,"Brooklyn","11208",TRUE
791,2016-05-10,"DOG","Golden Retriever",11,"M",TRUE,"Brooklyn","11217",FALSE
792,2016-05-09,"DOG","MIXED",NA,"U",FALSE,"Brooklyn","11221",FALSE
793,2016-05-05,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11231",TRUE
794,2016-05-10,"DOG","Shih Tzu",2,"M",FALSE,"Brooklyn","11234",FALSE
795,2016-05-08,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11221",TRUE
796,2016-05-11,"DOG","American Pit Bull Mix / Pit Bull Mix",1,"U",FALSE,"Brooklyn","11210",TRUE
797,2016-05-11,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11212",TRUE
798,2016-05-09,"DOG","American Pit Bull Mix / Pit Bull Mix",4,"M",TRUE,"Brooklyn","11234",TRUE
799,2016-05-12,"DOG","Beagle Crossbreed",4,"M",TRUE,"Brooklyn","11223",FALSE
800,2016-05-14,"DOG","Pit Bull",4,"U",FALSE,"Brooklyn","11208",TRUE
801,2016-05-14,"DOG","Mixed/Other",NA,"U",FALSE,"Brooklyn","11235",FALSE
802,2016-05-12,"DOG","POODLE X",12,"M",TRUE,"Brooklyn","11237",FALSE
803,2016-05-09,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11234",TRUE
804,2016-05-17,"DOG","Pointer, German Shorthaired",11,"M",FALSE,"Brooklyn","11220",FALSE
805,2016-05-11,"DOG","Jack Russ",7,"M",TRUE,"Brooklyn","11238",FALSE
806,2016-05-13,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn",NA,TRUE
807,2016-05-14,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11238",TRUE
808,2016-05-15,"DOG","Pit Bull",9,"M",FALSE,"Brooklyn","11209",TRUE
809,2016-05-11,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11212",TRUE
810,2016-05-17,"DOG","American Staffordshire Terrier",2,"M",TRUE,"Brooklyn","11208",FALSE
811,2016-05-17,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11236",TRUE
812,2016-05-17,"DOG","Rottweiler",1,"M",TRUE,"Brooklyn","11204",FALSE
813,2016-05-18,"DOG","Mixed/Other",2,"M",TRUE,"Brooklyn","11201",FALSE
814,2016-05-20,"DOG","Mixed/Other",5,"M",FALSE,"Brooklyn","11216",FALSE
815,2016-05-19,"DOG","Pit Bull",1,"F",TRUE,"Brooklyn","11216",TRUE
816,2016-05-23,"DOG","Poodle, Miniature",2,"M",FALSE,"Brooklyn","11212",FALSE
817,2016-05-22,"DOG","American Pit Bull Terrier/Pit Bull",8,"M",FALSE,"Brooklyn","11229",TRUE
818,2016-05-22,"DOG","TERRIER",NA,"U",FALSE,"Brooklyn","11221",FALSE
819,2016-05-24,"DOG","Mixed/Other",4,"F",TRUE,"Brooklyn","11206",FALSE
820,2016-05-22,"DOG","Pit Bull",NA,"M",FALSE,"Brooklyn","11231",TRUE
821,2016-05-12,"DOG","Rottweiler",2,"M",TRUE,"Brooklyn","11215",FALSE
822,2016-05-22,"DOG","TERRIER",NA,"U",FALSE,"Brooklyn","11237",FALSE
823,2016-05-23,"DOG","Yorkshire Terrier",1,"M",TRUE,"Brooklyn","11236",FALSE
824,2016-05-21,"DOG","Jindo Dog,",7,"M",TRUE,"Brooklyn","11234",FALSE
825,2016-05-23,"DOG","Beagle",NA,"M",TRUE,"Brooklyn",NA,FALSE
826,2016-05-25,"DOG","TERRIER",NA,"U",FALSE,"Brooklyn","11209",FALSE
827,2016-05-25,"DOG","Weimaraner",4,"M",TRUE,"Brooklyn","11234",FALSE
828,2016-05-22,"DOG","GOLD RETRIEVER/LAB/CHOW CHOW X",1,"M",TRUE,"Brooklyn","11211",FALSE
829,2016-05-26,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn",NA,TRUE
830,2016-05-19,"DOG","Pit Bull",6,"M",TRUE,"Brooklyn","11230",TRUE
831,2016-05-27,"DOG","American Pit Bull Terrier/Pit Bull",11,"M",TRUE,"Brooklyn","11234",TRUE
832,2016-05-26,"DOG","Bull Terrier",5,"M",FALSE,"Brooklyn","11226",FALSE
833,2016-05-26,"DOG","German Shepherd",8,"F",FALSE,"Brooklyn","11204",FALSE
834,2016-05-29,"DOG","Poodle, Miniature",NA,"U",FALSE,"Brooklyn","11213",FALSE
835,2016-05-27,"DOG","Cocker Spaniel",5,"F",FALSE,"Brooklyn","11234",FALSE
836,2016-06-01,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11213",TRUE
837,2016-06-01,"DOG","Pit Bull",4,"M",FALSE,"Brooklyn","11236",TRUE
838,2016-06-02,"DOG","German Shepherd",NA,"U",FALSE,"Brooklyn","11237",FALSE
839,2016-06-02,"DOG","Boxer",NA,"U",FALSE,"Brooklyn","11210",FALSE
840,2016-06-03,"DOG","Pit Bull",NA,"M",FALSE,"Brooklyn","11234",TRUE
841,2016-06-01,"DOG","Akita",NA,"U",FALSE,"Brooklyn","11234",FALSE
842,2016-06-04,"DOG","PIT BULL/LAB X",6,"M",FALSE,"Brooklyn","11209",TRUE
843,2016-06-05,"DOG","Poodle, Toy",2,"M",FALSE,"Brooklyn","11228",FALSE
844,2016-05-31,"DOG","Collie, Border",NA,"U",FALSE,"Brooklyn","11228",FALSE
845,2016-06-03,"DOG","Chihuahua Crossbreed",2,"M",FALSE,"Brooklyn","11221",FALSE
846,2016-06-04,"DOG","Mixed/Other",3,"F",TRUE,"Brooklyn","11205",FALSE
847,2016-06-05,"DOG","American Pit Bull Mix / Pit Bull Mix",2018,"F",TRUE,"Brooklyn","11218",TRUE
848,2016-05-31,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11212",TRUE
849,2016-06-01,"DOG","Rottweiler",NA,"U",FALSE,"Brooklyn","11208",FALSE
850,2016-05-29,"DOG","Yorkshire Terrier",9,"M",FALSE,"Brooklyn","11220",FALSE
851,2016-06-09,"DOG","Bull Dog, French",4,"M",TRUE,"Brooklyn",NA,FALSE
852,2016-06-09,"DOG","American Pit Bull Terrier/Pit Bull",NA,"M",TRUE,"Brooklyn","11235",TRUE
853,2016-06-10,"DOG","LABRADOR",22,"M",TRUE,"Brooklyn","11234",FALSE
854,2016-06-12,"DOG","Shih Tzu",NA,"M",FALSE,"Brooklyn","11233",FALSE
855,2016-06-11,"DOG","Pit Bull",4,"M",FALSE,"Brooklyn","11232",TRUE
856,2016-06-12,"DOG","Pit Bull",NA,"M",TRUE,"Brooklyn","11220",TRUE
857,2016-06-13,"DOG","Pit Bull",3,"M",FALSE,"Brooklyn","11221",TRUE
858,2016-06-13,"DOG","TERRIER HOUND X",1,"M",TRUE,"Brooklyn","11222",FALSE
859,2016-06-11,"DOG","AMERICAN BULLY",3,"F",TRUE,"Brooklyn","11228",FALSE
860,2016-06-11,"DOG","Pomeranian",8,"M",FALSE,"Brooklyn",NA,FALSE
861,2016-06-10,"DOG","PIT BULL/ROTTWEILER",3,"M",FALSE,"Brooklyn","11236",TRUE
862,2016-06-14,"DOG","Poodle, Standard",NA,"U",FALSE,"Brooklyn","11208",FALSE
863,2016-06-15,"DOG","American Pit Bull Mix / Pit Bull Mix",2,"M",FALSE,"Brooklyn","11208",TRUE
864,2016-06-14,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11224",TRUE
865,2016-06-12,"DOG","German Shepherd",NA,"U",FALSE,"Brooklyn","11207",FALSE
866,2016-06-16,"DOG","American Pit Bull Terrier/Pit Bull",2,"F",TRUE,"Brooklyn","11234",TRUE
867,2016-06-17,"DOG","American Pit Bull Mix / Pit Bull Mix",3,"M",FALSE,"Brooklyn","11226",TRUE
868,2016-06-07,"DOG","BORDER COLLIE X",1,"M",TRUE,"Brooklyn","11221",FALSE
869,2016-06-12,"DOG","DACHSHUND",6,"M",TRUE,"Brooklyn","11215",FALSE
870,2016-06-17,"DOG","Yorkshire Terrier",2,"M",FALSE,"Brooklyn","11220",FALSE
871,2016-06-21,"DOG","Chihuahua Crossbreed",9,"M",TRUE,"Brooklyn","11204",FALSE
872,2016-06-20,"DOG","Bull dog",NA,"U",FALSE,"Brooklyn","11207",FALSE
873,2016-06-20,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11215",TRUE
874,2016-06-21,"DOG","Shih Tzu",1,"M",FALSE,"Brooklyn","11237",FALSE
875,2016-06-21,"DOG","Mixed/Other",6,"F",FALSE,"Brooklyn","11208",FALSE
876,2016-06-22,"DOG","American Pit Bull Terrier/Pit Bull",2,"U",FALSE,"Brooklyn","11209",TRUE
877,2016-05-25,"DOG","German Shepherd",NA,"M",TRUE,"Brooklyn","11234",FALSE
878,2016-06-23,"DOG","Chihuahua",8,"M",FALSE,"Brooklyn","11203",FALSE
879,2016-06-22,"DOG","LHASA APSO/POODLE X",3,"M",FALSE,"Brooklyn","11227",FALSE
880,2016-06-23,"DOG","Rottweiler",NA,"U",FALSE,"Brooklyn","11206",FALSE
881,2016-06-23,"DOG","Rottweiler",NA,"U",FALSE,"Brooklyn","11206",FALSE
882,2016-06-23,"DOG","American Pit Bull Mix / Pit Bull Mix",4,"F",TRUE,"Brooklyn",NA,TRUE
883,2016-06-23,"DOG","American Pit Bull Mix / Pit Bull Mix",6,"F",TRUE,"Brooklyn","11213",TRUE
884,2016-06-24,"DOG","American Staffordshire Terrier",3,"M",TRUE,"Brooklyn","11249",FALSE
885,2016-06-27,"DOG","Newfoundland",3,"F",FALSE,"Brooklyn","11209",FALSE
886,2016-06-26,"DOG","American Pit Bull Terrier/Pit Bull",1,"M",TRUE,"Brooklyn","11233",TRUE
887,2016-06-18,"DOG","German Shepherd",NA,"U",FALSE,"Brooklyn","11209",FALSE
888,2016-06-27,"DOG","Shih Tzu",NA,"U",FALSE,"Brooklyn",NA,FALSE
889,2016-06-22,"DOG","Bichon Frise",5,"M",TRUE,"Brooklyn","11215",FALSE
890,2016-06-29,"DOG","Jack Russ",8,"M",TRUE,"Brooklyn","11232",FALSE
891,2016-06-29,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11215",TRUE
892,2016-06-25,"DOG","LABRADOR/MIX",9,"M",TRUE,"Brooklyn","11215",FALSE
893,2016-06-25,"DOG","American Pit Bull Mix / Pit Bull Mix",1,"M",TRUE,"Brooklyn","11215",TRUE
894,2016-06-30,"DOG","Irish Wolfhound",NA,"U",FALSE,"Brooklyn",NA,FALSE
895,2016-06-30,"DOG","LAB/CHOW CHOW X",8,"M",FALSE,"Brooklyn","11220",FALSE
896,2016-07-03,"DOG","Boxer",8,"M",FALSE,"Brooklyn","11204",FALSE
897,2016-07-03,"DOG","Belgian Malinois",4,"F",TRUE,"Brooklyn","11218",FALSE
898,2016-07-02,"DOG","American Staffordshire Terrier",9,"M",FALSE,"Brooklyn","11233",FALSE
899,2016-06-19,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11239",TRUE
900,2016-07-03,"DOG","Australian Kelpie",NA,"U",FALSE,"Brooklyn",NA,FALSE
901,2016-07-02,"DOG","American Pit Bull Mix / Pit Bull Mix",3,"M",FALSE,"Brooklyn","11231",TRUE
902,2016-07-01,"DOG","LABRADOR MIX",5,"M",TRUE,"Brooklyn",NA,FALSE
903,2016-07-07,"DOG","American Pit Bull Terrier/Pit Bull",3,"M",FALSE,"Brooklyn","11206",TRUE
904,2016-06-24,"DOG","Bull dog",3,"M",TRUE,"Brooklyn","11225",FALSE
905,2016-07-10,"DOG","Brussels Griffon",5,"M",FALSE,"Brooklyn","11208",FALSE
906,2016-07-10,"DOG","Chow Chow",4,"M",FALSE,"Brooklyn","11224",FALSE
907,2016-07-06,"DOG","Rottweiler",NA,"U",FALSE,"Brooklyn","11214",FALSE
908,2016-07-04,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11235",TRUE
909,2016-07-02,"DOG","German Shepherd",1,"F",TRUE,"Brooklyn","11204",FALSE
910,2016-07-08,"DOG","American Staffordshire Terrier",2,"M",TRUE,"Brooklyn","11249",FALSE
911,2016-07-08,"DOG","Labrador Retriever Crossbreed",NA,"U",FALSE,"Brooklyn","11214",FALSE
912,2016-07-09,"DOG","Silky Terrier",2,"M",TRUE,"Brooklyn","11235",FALSE
913,2016-07-13,"DOG","American Pit Bull Mix / Pit Bull Mix",2,"M",FALSE,"Brooklyn","11208",TRUE
914,2016-07-07,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11228",TRUE
915,2016-07-10,"DOG","MALTESE/TERRIER X",8,"M",TRUE,"Brooklyn",NA,FALSE
916,2016-07-12,"DOG","Dachshund Smooth Coat",NA,"U",FALSE,"Brooklyn","11214",FALSE
917,2016-07-14,"DOG","Silky Terrier",3,"M",FALSE,"Brooklyn","11204",FALSE
918,2016-07-14,"DOG","MINI AUSTRALIAN SHEPHERD",1900,"M",TRUE,"Brooklyn","11205",FALSE
919,2016-07-16,"DOG","POMERANIAN/TERRIER",5,"M",TRUE,"Brooklyn","11237",FALSE
920,2016-07-15,"DOG","Bull dog",NA,"U",FALSE,"Brooklyn","11206",FALSE
921,2016-07-18,"DOG","Pit Bull",NA,"M",FALSE,"Brooklyn","11224",TRUE
922,2016-07-19,"DOG","Great Dane",1,"F",TRUE,"Brooklyn","11220",FALSE
923,2016-07-11,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11215",TRUE
924,2016-07-17,"DOG","Boston Terrier",1,"M",FALSE,"Brooklyn","11233",FALSE
925,2016-07-19,"DOG","MASTIFF",4,"M",FALSE,"Brooklyn","11216",FALSE
926,2016-07-20,"DOG","American Pit Bull Terrier/Pit Bull",1,"M",FALSE,"Brooklyn","11208",TRUE
927,2016-07-13,"DOG","MIX BREED/ PIT BULL",3,"F",FALSE,"Brooklyn","11214",TRUE
928,2016-07-22,"DOG","SHEPHERD/PIT BULL X",1,"M",TRUE,"Brooklyn","11209",TRUE
929,2016-07-23,"DOG","Shiba Inu",9,"M",TRUE,"Brooklyn","11211",FALSE
930,2016-07-25,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11235",TRUE
931,2016-07-21,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11208",TRUE
932,2016-07-25,"DOG","Siberian Husky",1,"M",FALSE,"Brooklyn","11214",FALSE
933,2016-07-22,"DOG","Pit Bull",2,"M",FALSE,"Brooklyn",NA,TRUE
934,2016-07-23,"DOG","ALASKAN MALMUTE",10,"M",FALSE,"Brooklyn","11234",FALSE
935,2016-07-23,"DOG","CATAHOULA CUR",4,"F",TRUE,"Brooklyn","11209",FALSE
936,2016-07-23,"DOG","German Shepherd",7,"M",TRUE,"Brooklyn","11231",FALSE
937,2016-07-25,"DOG","MIXED",NA,"U",FALSE,"Brooklyn","11211",FALSE
938,2016-07-24,"DOG","Rottweiler",9,"M",TRUE,"Brooklyn","11228",FALSE
939,2016-06-26,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11207",TRUE
940,2016-07-27,"DOG","American Pit Bull Mix / Pit Bull Mix",10,"F",FALSE,"Brooklyn","11211",TRUE
941,2016-07-22,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11206",TRUE
942,2016-07-15,"DOG","American Pit Bull Mix / Pit Bull Mix",NA,"U",FALSE,"Brooklyn","11210",TRUE
943,2016-07-28,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11209",TRUE
944,2016-06-15,"DOG","German Shepherd",NA,"U",FALSE,"Brooklyn","11222",FALSE
945,2016-07-27,"DOG","Maltese",7,"M",FALSE,"Brooklyn","11239",FALSE
946,2016-07-28,"DOG","Greyhound",NA,"U",FALSE,"Brooklyn","11216",FALSE
947,2016-07-16,"DOG","Pit Bull",NA,"M",FALSE,"Brooklyn","11207",TRUE
948,2016-07-12,"DOG","Rottweiler",NA,"M",FALSE,"Brooklyn","11226",FALSE
949,2016-07-30,"DOG","MALTESE X",3,"F",FALSE,"Brooklyn","11208",FALSE
950,2016-07-29,"DOG","Pomeranian",5,"M",FALSE,"Brooklyn","11213",FALSE
951,2016-07-17,"DOG","LOWCHEN",13,"M",TRUE,"Brooklyn","11239",FALSE
952,2016-07-30,"DOG","Labrador Retriever Crossbreed",1,"M",FALSE,"Brooklyn",NA,FALSE
953,2016-07-30,"DOG","Labrador Retriever Crossbreed",1,"M",FALSE,"Brooklyn",NA,FALSE
954,2016-07-30,"DOG","Labrador Retriever Crossbreed",1,"M",FALSE,"Brooklyn",NA,FALSE
955,2016-07-31,"DOG","MUTT / MIX",5,"M",TRUE,"Brooklyn","11225",FALSE
956,2016-07-29,"DOG","Staffordshire Bull Terrier",4,"M",TRUE,"Brooklyn","11233",FALSE
957,2016-08-03,"DOG","Cocker Spaniel",4,"M",FALSE,"Brooklyn","11229",FALSE
958,2016-07-23,"DOG","SHIH TZU MIX",2,"F",FALSE,"Brooklyn","11220",FALSE
959,2016-07-28,"DOG","Boxer",9,"M",TRUE,"Brooklyn","11215",FALSE
960,2016-08-03,"DOG","American Pit Bull Terrier/Pit Bull",NA,"U",FALSE,"Brooklyn","11220",TRUE
961,2016-08-04,"DOG","Shih Tzu",2,"F",FALSE,"Brooklyn","11211",FALSE
962,2016-06-29,"DOG","MORKIE",3,"M",FALSE,"Brooklyn",NA,FALSE
963,2016-08-01,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11208",TRUE
964,2016-08-01,"DOG","SHICHI",2,"M",TRUE,"Brooklyn","11213",FALSE
965,2016-08-02,"DOG","Pit Bull",NA,"U",FALSE,"Brooklyn","11226",TRUE
966,2016-06-20,"DOG","American Pit Bull Mix / Pit Bull Mix",2,"M",TRUE,"Brooklyn","11205",TRUE
967,2016-08-06,"DOG","STAFFORDSHIRE X",2,"M",FALSE,"Brooklyn","11233",FALSE
968,2016-08-06,"DOG","STAFFORDSHIRE X",2,"M",FALSE,"Brooklyn",NA,FALSE
969,2016-08-05,"DOG","Yorkshire Terrier Crossbreed",NA,"U",FALSE,"Brooklyn",NA,FALSE
970,2016-08-05,"DOG","Pit Bull",1,"M",FALSE,"Brooklyn","11234",TRUE
