"unique_id","date_of_bite","species","breed","age","gender","spay_neuter","borough","zip_code","pit_bull"
4475,2016-09-16,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan","10019",FALSE
4476,2016-09-18,"DOG","YORKSHIRE TERRIER MIX",6,"M",TRUE,"Manhattan","10011",FALSE
4477,2016-09-17,"DOG","Akita",NA,"U",FALSE,"Manhattan",NA,FALSE
4478,2016-09-22,"DOG","NOVA SCOTIA DUCK TOLLING RETRIEVER",4,"M",TRUE,"Manhattan","10013",FALSE
4479,2016-09-17,"DOG","American Pit Bull Mix / Pit Bull Mix",3,"M",FALSE,"Manhattan","10009",TRUE
4480,2016-09-19,"DOG","Pit Bull",1,"U",FALSE,"Manhattan","10035",TRUE
4481,2016-09-22,"DOG","Beagle",NA,"U",FALSE,"Manhattan","10023",FALSE
4482,2016-09-25,"DOG","RAT TERRIER",2,"M",TRUE,"Manhattan",NA,FALSE
4483,2016-09-24,"DOG","SHEPHERD",NA,"U",FALSE,"Manhattan","10019",FALSE
4484,2016-09-26,"DOG","SHEPHERD MIX",4,"M",TRUE,"Manhattan","10002",FALSE
4485,2016-09-27,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10128",TRUE
4486,2016-09-27,"DOG","Cocker Spaniel",NA,"U",FALSE,"Manhattan","10035",FALSE
4487,2016-09-28,"DOG","Collie, Border",5,"M",TRUE,"Manhattan","10024",FALSE
4488,2016-09-25,"DOG","ROTTWEILER MIX",2,"M",TRUE,"Manhattan","10022",FALSE
4489,2016-09-19,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan",NA,FALSE
4490,2016-09-29,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan","10003",FALSE
4491,2016-10-03,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10038",TRUE
4492,2016-10-01,"DOG","DACHSCHUND/ JACK RUSSELL TERRIER MIX",3,"M",FALSE,"Manhattan","10029",FALSE
4493,2016-10-03,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE
4494,2016-09-30,"DOG","Collie, Border",14,"M",TRUE,"Manhattan","10280",FALSE
4495,2016-09-24,"DOG","Labrador Retriever Crossbreed",NA,"U",FALSE,"Manhattan","10023",FALSE
4496,2016-09-14,"DOG","Pit Bull",2,"M",FALSE,"Manhattan","10028",TRUE
4497,2016-10-04,"DOG","Yorkshire Terrier",8,"M",TRUE,"Manhattan","10026",FALSE
4498,2016-10-05,"DOG","Bull Dog, French",2,"F",TRUE,"Manhattan",NA,FALSE
4499,2016-10-06,"DOG","Pit Bull",2,"M",FALSE,"Manhattan","10033",TRUE
4500,2016-10-10,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10027",TRUE
4501,2016-10-08,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE
4502,2016-10-11,"DOG","Bichon Frise",2,"M",TRUE,"Manhattan","10023",FALSE
4503,2016-10-10,"DOG","American Pit Bull Mix / Pit Bull Mix",1,"M",FALSE,"Manhattan","10002",TRUE
4504,2016-10-06,"DOG","American Staffordshire Terrier",4,"F",TRUE,"Manhattan","10002",FALSE
4505,2016-10-12,"DOG","Bull Dog, English",1,"F",TRUE,"Manhattan","10065",FALSE
4506,2016-10-09,"DOG","Staffordshire Bull Terrier",2,"F",TRUE,"Manhattan","10128",FALSE
4507,2016-10-12,"DOG","SHEPHERD",NA,"U",FALSE,"Manhattan",NA,FALSE
4508,2016-10-14,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10029",TRUE
4509,2016-10-14,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10029",TRUE
4510,2016-10-12,"DOG","Shar-Pei, Chinese",2,"M",TRUE,"Manhattan","10016",FALSE
4511,2016-10-15,"DOG","TERRIER",NA,"U",FALSE,"Manhattan","10019",FALSE
4512,2016-10-14,"DOG","SHEPHERD",NA,"U",FALSE,"Manhattan",NA,FALSE
4513,2016-10-18,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE
4514,2016-10-16,"DOG","American Pit Bull Mix / Pit Bull Mix",1900,"M",TRUE,"Manhattan","10025",TRUE
4515,2016-10-19,"DOG","American Pit Bull Mix / Pit Bull Mix",3,"M",TRUE,"Manhattan","10029",TRUE
4516,2016-10-20,"DOG","Shih Tzu",NA,"U",FALSE,"Manhattan","10029",FALSE
4517,2016-10-18,"DOG","Pit Bull",2018,"M",TRUE,"Manhattan",NA,TRUE
4518,2016-10-20,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE
4519,2016-10-17,"DOG","WHITE POINT GRIFFON",5,"M",TRUE,"Manhattan","10029",FALSE
4520,2016-10-20,"DOG","Havanese",6,"M",TRUE,"Manhattan","10022",FALSE
4521,2016-10-21,"DOG","Rhodesian Ridgeback",5,"F",TRUE,"Manhattan",NA,FALSE
4522,2016-10-23,"DOG","MINI GOLDEN DODDLE",7,"M",TRUE,"Manhattan","10025",FALSE
4523,2016-10-17,"DOG","Bull dog",NA,"U",FALSE,"Manhattan","10022",FALSE
4524,2016-10-21,"DOG","Golden Retriever",NA,"U",FALSE,"Manhattan","10038",FALSE
4525,2016-10-22,"DOG","Pit Bull",2,"M",FALSE,"Manhattan","10027",TRUE
4526,2016-10-23,"DOG","POMSKY",8,"M",TRUE,"Manhattan","10019",FALSE
4527,2016-10-22,"DOG","Poodle, Standard",1,"M",FALSE,"Manhattan","10065",FALSE
4528,2016-10-26,"DOG","Bull Dog, English",3,"M",FALSE,"Manhattan","10128",FALSE
4529,2016-08-30,"DOG","PIT BULL TERRIER",NA,"U",FALSE,"Manhattan","10024",TRUE
4530,2016-10-27,"DOG","Jack Russ",4,"M",TRUE,"Manhattan",NA,FALSE
4531,2016-10-17,"DOG","Golden Retriever",1,"M",TRUE,"Manhattan",NA,FALSE
4532,2016-10-26,"DOG","Pekingese",10,"F",TRUE,"Manhattan","10023",FALSE
4533,2016-10-28,"DOG","Bull dog",NA,"U",FALSE,"Manhattan",NA,FALSE
4534,2016-10-29,"DOG","Pit Bull",NA,"M",FALSE,"Manhattan",NA,TRUE
4535,2016-10-31,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10002",TRUE
4536,2016-10-31,"DOG","Shih Tzu",9,"F",FALSE,"Manhattan","10075",FALSE
4537,2016-11-01,"DOG","Pit Bull",3,"M",FALSE,"Manhattan","10003",TRUE
4538,2016-11-01,"DOG","Pit Bull",4,"M",FALSE,"Manhattan","10036",TRUE
4539,2016-10-27,"DOG","Shiba Inu",8,"M",TRUE,"Manhattan","10009",FALSE
4540,2016-11-01,"DOG","American Pit Bull Terrier/Pit Bull",7,"F",FALSE,"Manhattan",NA,TRUE
4541,2016-10-19,"DOG","PIT BULL MIX",NA,"U",FALSE,"Manhattan","10011",TRUE
4542,2016-11-03,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE
4543,2016-11-06,"DOG","Yorkshire Terrier",NA,"U",FALSE,"Manhattan","10038",FALSE
4544,2016-11-03,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE
4545,2016-11-05,"DOG","BORDER COLLIE & WHIPPET MIX",1,"F",TRUE,"Manhattan","10023",FALSE
4546,2016-11-05,"DOG","Cocker Spaniel",3,"M",TRUE,"Manhattan",NA,FALSE
4547,2016-11-03,"DOG","Pit Bull",3,"M",TRUE,"Manhattan","10003",TRUE
4548,2016-11-10,"DOG","TERRIER",NA,"U",FALSE,"Manhattan","10023",FALSE
4549,2016-11-12,"DOG","Pit Bull",6,"F",FALSE,"Manhattan","10039",TRUE
4550,2016-11-13,"DOG","American Pit Bull Mix / Pit Bull Mix",10,"M",TRUE,"Manhattan","10028",TRUE
4551,2016-11-14,"DOG","Golden Retriever",NA,"U",FALSE,"Manhattan",NA,FALSE
4552,2016-11-08,"DOG","Havanese",2,"M",TRUE,"Manhattan","10128",FALSE
4553,2016-11-15,"DOG","Bull Dog, English",1,"M",TRUE,"Manhattan","10036",FALSE
4554,2016-11-18,"DOG","PUGGLE",6,"M",TRUE,"Manhattan","10065",FALSE
4555,2016-11-16,"DOG","Shih Tzu",8,"F",TRUE,"Manhattan",NA,FALSE
4556,2016-11-18,"DOG","Yorkshire Terrier",8,"M",TRUE,"Manhattan","10032",FALSE
4557,2016-11-06,"DOG","BOXER/ AMERICAN STAFFORDSHIRE",6,"F",TRUE,"Manhattan","10034",FALSE
4558,2016-11-21,"DOG","Labrador Retriever",NA,"U",FALSE,"Manhattan","10011",FALSE
4559,2016-11-20,"DOG","Mixed/Other",11,"M",TRUE,"Manhattan","10065",FALSE
4560,2016-11-11,"DOG","Pit Bull",8,"F",TRUE,"Manhattan","10035",TRUE
4561,2016-11-18,"DOG","LABRADOR MIX",4,"M",TRUE,"Manhattan",NA,FALSE
4562,2016-11-18,"DOG","Chihuahua",3,"M",FALSE,"Manhattan",NA,FALSE
4563,2016-11-21,"DOG","Yorkshire Terrier",1900,"M",FALSE,"Manhattan","10029",FALSE
4564,2016-11-20,"DOG","Dachshund, Long Haired",7,"M",TRUE,"Manhattan","10019",FALSE
4565,2016-11-15,"DOG","Australian Shepherd",2,"M",TRUE,"Manhattan","10065",FALSE
4566,2016-11-19,"DOG","Pit Bull",7,"F",FALSE,"Manhattan","10128",TRUE
4567,2016-11-15,"DOG","Rhodesian Ridgeback",2,"F",TRUE,"Manhattan","10065",FALSE
4568,2016-09-29,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan","10029",FALSE
4569,2016-11-24,"DOG","CORGI MIX",2,"F",FALSE,"Manhattan","10036",FALSE
4570,2016-11-24,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE
4571,2016-11-22,"DOG","Maltese",NA,"U",FALSE,"Manhattan",NA,FALSE
4572,2016-11-25,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10280",TRUE
4573,2016-11-26,"DOG","Pit Bull",1,"M",FALSE,"Manhattan","10031",TRUE
4574,2016-11-28,"DOG","Dachshund Smooth Coat",NA,"U",FALSE,"Manhattan","10033",FALSE
4575,2016-11-28,"DOG","Labrador Retriever",3,"M",TRUE,"Manhattan","10016",FALSE
4576,2016-11-26,"DOG","Miniature Pinscher",15,"M",FALSE,"Manhattan","10022",FALSE
4577,2016-11-25,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan","10033",FALSE
4578,2016-11-25,"DOG","COCKER SPANIEL/ TOY POODLE",3,"M",FALSE,"Manhattan","10029",FALSE
4579,2016-12-01,"DOG","Staffordshire Bull Terrier",2,"F",TRUE,"Manhattan",NA,FALSE
4580,2016-11-28,"DOG","Bull dog",NA,"U",FALSE,"Manhattan",NA,FALSE
4581,2016-12-02,"DOG","American Pit Bull Mix / Pit Bull Mix",5,"M",FALSE,"Manhattan","10030",TRUE
4582,2016-11-29,"DOG","Bull Dog, French",2,"F",TRUE,"Manhattan","10069",FALSE
4583,2016-12-02,"DOG","American Pit Bull Mix / Pit Bull Mix",1,"M",FALSE,"Manhattan","10029",TRUE
4584,2016-12-05,"DOG","Japanese Chin/Spaniel",2,"M",TRUE,"Manhattan","10013",FALSE
4585,2016-11-28,"DOG","American Pit Bull Terrier/Pit Bull",NA,"M",TRUE,"Manhattan",NA,TRUE
4586,2016-12-07,"DOG","DOGO ARGENTINO",1,"M",TRUE,"Manhattan","10065",FALSE
4587,2016-12-06,"DOG","American Pit Bull Mix / Pit Bull Mix",5,"M",TRUE,"Manhattan","10039",TRUE
4588,2016-12-06,"DOG","American Pit Bull Mix / Pit Bull Mix",5,"M",TRUE,"Manhattan","10039",TRUE
4589,2016-12-07,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10009",TRUE
4590,2016-12-08,"DOG","SHEPERD",NA,"U",FALSE,"Manhattan",NA,FALSE
4591,2016-12-10,"DOG","PIT BULL CATTAHULA MIX",NA,"U",FALSE,"Manhattan","10024",TRUE
4592,2016-11-24,"DOG","Akita",NA,"U",FALSE,"Manhattan",NA,FALSE
4593,2016-12-03,"DOG","Cocker Spaniel",11,"M",FALSE,"Manhattan","10065",FALSE
4594,2016-12-10,"DOG","Bull Dog, French",NA,"U",FALSE,"Manhattan","10014",FALSE
4595,2016-12-13,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan",NA,FALSE
4596,2016-12-14,"DOG","Boston Terrier",4,"M",TRUE,"Manhattan","10023",FALSE
4597,2016-12-17,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10027",TRUE
4598,2016-12-17,"DOG","Dalmatian",NA,"U",FALSE,"Manhattan","10035",FALSE
4599,2016-12-19,"DOG","Poodle, Standard",7,"F",TRUE,"Manhattan","10006",FALSE
4600,2016-12-14,"DOG","American Pit Bull Mix / Pit Bull Mix",4,"M",TRUE,"Manhattan","10025",TRUE
4601,2016-12-21,"DOG","Pit Bull",9,"F",FALSE,"Manhattan","10030",TRUE
4602,2016-12-21,"DOG","Cocker Spaniel",2,"M",TRUE,"Manhattan","10025",FALSE
4603,2016-12-18,"DOG","Labrador Retriever",6,"M",FALSE,"Manhattan","10029",FALSE
4604,2016-12-20,"DOG","Boston Terrier",1,"U",FALSE,"Manhattan","10026",FALSE
4605,2016-12-14,"DOG","Pit Bull",1,"U",FALSE,"Manhattan","10031",TRUE
4606,2016-12-18,"DOG","Pit Bull",5,"M",FALSE,"Manhattan","10029",TRUE
4607,2016-12-18,"DOG","Pit Bull",5,"M",FALSE,"Manhattan","10029",TRUE
4608,2016-12-23,"DOG","GOLDEN DOODLE",3,"M",TRUE,"Manhattan","10024",FALSE
4609,2016-12-23,"DOG","MALTIPOO",7,"M",TRUE,"Manhattan","10003",FALSE
4610,2016-12-21,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10019",TRUE
4611,2016-12-25,"DOG","Shih Tzu",9,"M",FALSE,"Manhattan","10035",FALSE
4612,2016-12-25,"DOG","Cocker Spaniel",4,"M",TRUE,"Manhattan",NA,FALSE
4613,2016-12-24,"DOG","Shih Tzu",2,"F",TRUE,"Manhattan",NA,FALSE
4614,2016-12-26,"DOG","American Pit Bull Mix / Pit Bull Mix",4,"F",FALSE,"Manhattan","10018",TRUE
4615,2016-12-27,"DOG","American Pit Bull Terrier/Pit Bull",3,"F",TRUE,"Manhattan","10029",TRUE
4616,2016-12-22,"DOG","Pit Bull",2,"M",TRUE,"Manhattan","10128",TRUE
4617,2016-12-23,"DOG","BOXER AND PIT BULL MIX",5,"M",TRUE,"Manhattan","10025",TRUE
4618,2016-12-25,"DOG","Shih Tzu",3,"M",FALSE,"Manhattan","10033",FALSE
4619,2016-12-19,"DOG","SPRINGER SPANIEL MIX",NA,"U",FALSE,"Manhattan",NA,FALSE
4620,2016-12-27,"DOG","Shiba Inu",5,"M",TRUE,"Manhattan","10012",FALSE
4621,2017-01-02,"DOG","Dalmatian",9,"M",FALSE,"Manhattan",NA,FALSE
4622,2016-12-31,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE
4623,2016-12-31,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10016",TRUE
4624,2017-01-02,"DOG","Beagle",9,"M",TRUE,"Manhattan","10028",FALSE
4625,2017-01-02,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10027",TRUE
4626,2016-12-13,"DOG","BASSET HOUND",9,"M",FALSE,"Manhattan","10065",FALSE
4627,2017-01-03,"DOG","Labrador Retriever",5,"M",TRUE,"Manhattan","10028",FALSE
4628,2017-01-03,"DOG","Poodle, Standard",NA,"U",FALSE,"Manhattan",NA,FALSE
4629,2017-01-04,"DOG","BOXER MIX",9,"F",TRUE,"Manhattan",NA,FALSE
4630,2016-12-28,"DOG","American Pit Bull Mix / Pit Bull Mix",4,"M",FALSE,"Manhattan","10035",TRUE
4631,2016-12-12,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10026",TRUE
4632,2017-01-09,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10002",TRUE
4633,2017-01-04,"DOG","Shih Tzu",10,"M",TRUE,"Manhattan","10128",FALSE
4634,2017-01-10,"DOG","TERRIER",NA,"U",FALSE,"Manhattan",NA,FALSE
4635,2017-01-09,"DOG","Yorkshire Terrier",7,"M",FALSE,"Manhattan","10036",FALSE
4636,2017-01-12,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE
4637,2016-01-13,"DOG","Pit Bull",3,"M",TRUE,"Manhattan","10029",TRUE
4638,2017-01-12,"DOG","LOWCHEN",13,"M",TRUE,"Manhattan","10024",FALSE
4639,2017-01-13,"DOG","AUSTRALIAN HERD DOG",NA,"U",FALSE,"Manhattan","10014",FALSE
4640,2017-01-16,"DOG","Maltese",NA,"U",FALSE,"Manhattan",NA,FALSE
4641,2017-01-16,"DOG","Beagle",NA,"U",FALSE,"Manhattan","10037",FALSE
4642,2017-01-16,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE
4643,2017-01-18,"DOG","LABRADOR MIX",5,"M",TRUE,"Manhattan",NA,FALSE
4644,2017-01-11,"DOG","CORGI MIX",9,"F",FALSE,"Manhattan","10023",FALSE
4645,2017-01-17,"DOG","TERRIER",NA,"U",FALSE,"Manhattan","10022",FALSE
4646,2017-01-17,"DOG","POODLE MIX",8,"M",FALSE,"Manhattan","10023",FALSE
4647,2017-01-08,"DOG","Mixed/Other",6,"F",FALSE,"Manhattan","10027",FALSE
4648,2017-01-18,"DOG","Mixed/Other",4,"F",TRUE,"Manhattan","10025",FALSE
4649,2017-01-16,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10011",TRUE
4650,2017-01-19,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan","10029",FALSE
4651,2017-01-19,"DOG","Pit Bull",1,"F",FALSE,"Manhattan","10039",TRUE
4652,2017-01-21,"DOG","Siberian Husky",3,"M",TRUE,"Manhattan","10032",FALSE
4653,2017-01-21,"DOG","LABRADOR RETRIEVER MIX",9,"M",TRUE,"Manhattan","10025",FALSE
4654,2017-01-20,"DOG","American Pit Bull Mix / Pit Bull Mix",2,"M",FALSE,"Manhattan","10029",TRUE
4655,2017-01-23,"DOG","SHEPHERD/TERRIER X",4,"F",TRUE,"Manhattan","10039",FALSE
4656,2017-01-21,"DOG","Golden Retriever",10,"M",FALSE,"Manhattan","10021",FALSE
4657,2017-01-25,"DOG","German Shepherd",4,"F",FALSE,"Manhattan","10034",FALSE
4658,2017-01-25,"DOG","Shih Tzu",6,"M",TRUE,"Manhattan",NA,FALSE
4659,2017-01-25,"DOG","Pit Bull",4,"M",FALSE,"Manhattan","10029",TRUE
4660,2017-01-25,"DOG","Mixed/Other",1,"F",TRUE,"Manhattan","10012",FALSE
4661,2017-01-24,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan","10024",FALSE
4662,2017-01-07,"DOG","Pit Bull",5,"M",TRUE,"Manhattan","10011",TRUE
4663,2017-01-26,"DOG","Beagle",2,"M",TRUE,"Manhattan","10016",FALSE
4664,2017-01-28,"DOG","Yorkshire Terrier",NA,"F",FALSE,"Manhattan","10003",FALSE
4665,2017-01-28,"DOG","American Pit Bull Mix / Pit Bull Mix",1,"M",FALSE,"Manhattan","10030",TRUE
4666,2017-01-29,"DOG","Labrador Retriever",4.5,"F",TRUE,"Manhattan","10028",FALSE
4667,2017-01-28,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan",NA,FALSE
4668,2017-01-30,"DOG","SHEPHERD",NA,"U",FALSE,"Manhattan",NA,FALSE
4669,2017-01-31,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan","10026",FALSE
4670,2017-01-31,"DOG","Great Dane",7,"M",TRUE,"Manhattan","10065",FALSE
4671,2017-01-31,"DOG","Boxer",1,"M",TRUE,"Manhattan",NA,FALSE
4672,2017-02-03,"DOG","HUSKY",NA,"U",FALSE,"Manhattan","10022",FALSE
4673,2017-02-06,"DOG","BOXER / PIT BULL MIX",6,"F",TRUE,"Manhattan","10009",TRUE
4674,2017-02-04,"DOG","Siberian Husky",9,"M",TRUE,"Manhattan","10029",FALSE
4675,2017-01-25,"DOG","Tibetan Terrier",13,"M",TRUE,"Manhattan","10065",FALSE
4676,2017-02-02,"DOG","Bull dog",5,"M",FALSE,"Manhattan","10002",FALSE
4677,2017-02-04,"DOG","Cavalier King Charles Spaniel",10,"M",TRUE,"Manhattan",NA,FALSE
4678,2017-02-05,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10032",TRUE
4679,2017-02-09,"DOG","Staffordshire Bull Terrier",1,"M",FALSE,"Manhattan","10039",FALSE
4680,2017-02-08,"DOG","Labrador Retriever",6,"M",FALSE,"Manhattan","10075",FALSE
4681,2017-02-12,"DOG","Bull dog",NA,"U",FALSE,"Manhattan",NA,FALSE
4682,2017-02-12,"DOG","LHASA APSO MIX",5,"M",FALSE,"Manhattan","10029",FALSE
4683,2017-02-13,"DOG","SCOTT TERRIER/SCHNAUZER X",3,"M",FALSE,"Manhattan","10029",FALSE
4684,2017-02-13,"DOG","TERRIER MIX",12,"M",TRUE,"Manhattan","10003",FALSE
4685,2017-02-11,"DOG","AUSTRALIAN CATTLE DOG",3,"M",FALSE,"Manhattan","10024",FALSE
4686,2017-02-12,"DOG","Bull Terrier",2,"M",TRUE,"Manhattan","10010",FALSE
4687,2017-02-14,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10003",TRUE
4688,2017-02-17,"DOG","SHIH TZU MIX",NA,"M",FALSE,"Manhattan","10029",FALSE
4689,2017-02-20,"DOG","STAFFORDSHIRE MIX",2,"M",FALSE,"Manhattan",NA,FALSE
4690,2017-02-18,"DOG","Chihuahua Crossbreed",8,"F",TRUE,"Manhattan",NA,FALSE
4691,2017-02-21,"DOG","American Pit Bull Mix / Pit Bull Mix",4,"M",FALSE,"Manhattan",NA,TRUE
4692,2017-02-16,"DOG","Bichon Frise",6,"F",TRUE,"Manhattan","10024",FALSE
4693,2017-02-18,"DOG","Pomeranian",NA,"U",FALSE,"Manhattan","10026",FALSE
4694,2017-02-23,"DOG","American Pit Bull Terrier/Pit Bull",10,"M",FALSE,"Manhattan","10029",TRUE
4695,2017-02-23,"DOG","Chihuahua",4,"F",TRUE,"Manhattan","10013",FALSE
4696,2017-02-27,"DOG","Pekingese",8,"M",TRUE,"Manhattan","10012",FALSE
4697,2017-02-25,"DOG","Dachshund Smooth Coat",NA,"U",FALSE,"Manhattan","10012",FALSE
4698,2017-02-26,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10002",TRUE
4699,2017-02-28,"DOG","Pit Bull",5,"M",TRUE,"Manhattan","10002",TRUE
4700,2017-02-27,"DOG","Golden Retriever",NA,"U",FALSE,"Manhattan","10013",FALSE
4701,2017-02-23,"DOG","Pit Bull",4,"M",TRUE,"Manhattan","10025",TRUE
4702,2017-03-01,"DOG","RETRIEVER",NA,"U",FALSE,"Manhattan","10014",FALSE
4703,2017-02-25,"DOG","Golden Retriever",NA,"U",FALSE,"Manhattan",NA,FALSE
4704,2017-03-04,"DOG","Pit Bull",2,"M",FALSE,"Manhattan","10029",TRUE
4705,2017-03-04,"DOG","Golden Retriever",8,"M",FALSE,"Manhattan","10019",FALSE
4706,2017-03-03,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10039",TRUE
4707,2017-03-06,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10031",TRUE
4708,2017-03-03,"DOG","FRENCH BULL DOG",3,"M",FALSE,"Manhattan",NA,FALSE
4709,2017-03-03,"DOG","COLLIE/LABRADOE",3,"M",TRUE,"Manhattan","10005",FALSE
4710,2017-03-01,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan",NA,TRUE
4711,2017-03-02,"DOG","BRIARD",1,"M",FALSE,"Manhattan","10024",FALSE
4712,2017-03-06,"DOG","SPANIEL MIX",5,"F",FALSE,"Manhattan","10026",FALSE
4713,2017-03-05,"DOG","Beagle",11,"M",TRUE,"Manhattan","10028",FALSE
4714,2017-03-02,"DOG","Jack Russ",1,"M",FALSE,"Manhattan",NA,FALSE
4715,2017-03-08,"DOG","German Shepherd",6,"M",FALSE,"Manhattan",NA,FALSE
4716,2017-03-12,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10033",TRUE
4717,2017-03-12,"DOG","Pit Bull",8,"M",TRUE,"Manhattan","10030",TRUE
4718,2017-03-10,"DOG","COLLIE MIX",10,"F",TRUE,"Manhattan","10023",FALSE
4719,2017-02-24,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10024",TRUE
4720,2017-03-10,"DOG","Mixed/Other",NA,"U",FALSE,"Manhattan",NA,FALSE
4721,2017-03-10,"DOG","American Pit Bull Terrier/Pit Bull",6,"F",FALSE,"Manhattan",NA,TRUE
4722,2017-03-16,"DOG","Bull dog",NA,"U",FALSE,"Manhattan","10075",FALSE
4723,2017-03-16,"DOG","American Staffordshire Terrier",5,"F",TRUE,"Manhattan","10009",FALSE
4724,2017-03-18,"DOG","Havanese",1,"M",TRUE,"Manhattan",NA,FALSE
4725,2017-03-19,"DOG","Bull dog",8,"M",TRUE,"Manhattan","10033",FALSE
4726,2017-03-18,"DOG","Poodle, Standard",NA,"U",FALSE,"Manhattan",NA,FALSE
4727,2017-03-19,"DOG","Boxer",NA,"U",FALSE,"Manhattan",NA,FALSE
4728,2017-03-18,"DOG","Chihuahua",2,"F",FALSE,"Manhattan","10033",FALSE
4729,2017-03-21,"DOG","American Pit Bull Mix / Pit Bull Mix",2,"F",TRUE,"Manhattan","10025",TRUE
4730,2017-03-12,"DOG","Pit Bull",1,"M",TRUE,"Manhattan","10128",TRUE
4731,2017-03-19,"DOG","Dachshund, Long Haired Miniature",4,"M",TRUE,"Manhattan",NA,FALSE
4732,2017-03-22,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan","10035",FALSE
4733,2017-03-22,"DOG","Yorkshire Terrier",13,"M",TRUE,"Manhattan","10065",FALSE
4734,2017-03-12,"DOG","American Staffordshire Terrier",4,"M",FALSE,"Manhattan","10027",FALSE
4735,2017-03-25,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan","10033",FALSE
4736,2017-03-24,"DOG","SHIH TZU MIX",6,"M",TRUE,"Manhattan","10024",FALSE
4737,2017-03-25,"DOG","Collie Crossbreed",NA,"U",FALSE,"Manhattan","10019",FALSE
4738,2017-03-25,"DOG","Chihuahua",10,"M",FALSE,"Manhattan","10028",FALSE
4739,2017-03-27,"DOG","Shih Tzu",NA,"U",FALSE,"Manhattan","10013",FALSE
4740,2017-03-23,"DOG","Possibly Pitbull mix",NA,"U",FALSE,"Manhattan","10026",TRUE
4741,2017-03-31,"DOG","Labrador Retriever Crossbreed",3,"F",FALSE,"Manhattan","10023",FALSE
4742,2017-03-31,"DOG","Beagle",NA,"U",FALSE,"Manhattan","10065",FALSE
4743,2017-04-02,"DOG","Pit Bull",3,"M",TRUE,"Manhattan","10025",TRUE
4744,2017-03-30,"DOG","Poodle, Miniature",5,"M",TRUE,"Manhattan",NA,FALSE
4745,2017-04-02,"DOG","BOXER MIX",1,"F",TRUE,"Manhattan",NA,FALSE
4746,2017-04-06,"DOG","ENGLIH BULLDOG",8,"F",TRUE,"Manhattan","10013",FALSE
4747,2017-04-03,"DOG","Chihuahua",NA,"U",FALSE,"Manhattan",NA,FALSE
4748,2017-03-22,"DOG","TERRIER MIX",NA,"U",FALSE,"Manhattan","10012",FALSE
4749,2017-04-06,"DOG","American Staffordshire Terrier",2,"M",FALSE,"Manhattan","10037",FALSE
4750,2017-03-31,"DOG","American Staffordshire Terrier",1,"M",TRUE,"Manhattan","10029",FALSE
4751,2017-04-05,"DOG","Pit Bull",NA,"U",FALSE,"Manhattan","10025",TRUE
